Word,Log_Freq_HAL,I_Mean_RT
emasculate,4.025,952.304
emasculated,4.407,988.167
emasculation,3.296,979.000
embalm,2.197,760.346
embalmment,0.693,"1,127.800"
embank,0.000,884.050
embankment,4.956,943.619
embargo,8.080,762.406
embark,6.151,797.032
embarkation,3.584,"1,190.000"
embarked,6.038,733.448
embarrass,6.604,816.938
embarrassed,8.002,724.875
embarrassing,7.731,810.267
embarrassingly,4.913,987.357
embarrassment,7.659,804.406
embassies,6.246,851.000
embassy,8.410,664.387
embattled,4.997,787.667
embed,6.601,931.636
embedded,9.082,801.545
embellish,4.745,774.000
embellished,4.956,835.452
embellishment,4.868,885.033
ember,6.385,734.571
embezzle,3.045,782.200
embezzlement,5.278,861.033
embezzling,4.174,689.423
embitter,1.792,881.357
embittered,5.124,950.364
emblazon,1.792,772.182
emblem,6.361,672.172
emblematic,3.912,940.714
embodied,6.788,732.424
embodies,5.916,850.379
embodiment,6.103,893.697
embodiments,3.829,925.774
embody,6.466,820.533
embodying,4.718,857.310
embolden,3.434,775.133
emboldened,5.017,933.227
embolism,4.220,964.385
emboss,3.555,730.810
embossed,6.491,811.222
embrace,8.055,675.000
embraced,7.214,791.625
embraces,6.168,676.516
embracing,6.516,777.710
embroider,3.714,863.179
embroidered,5.878,767.714
embroideries,4.060,"1,098.846"
embroidery,6.830,931.812
embroil,2.639,787.826
embroiled,5.394,736.704
embryo,7.351,758.633
embryonic,5.561,874.852
emcee,3.951,833.333
emerald,8.736,721.710
emeralds,5.069,668.645
emerge,7.707,653.382
emerged,7.831,704.419
emergence,7.259,834.935
emergencies,6.895,765.000
emergency,9.500,693.970
emergent,6.045,812.464
emerges,6.823,700.194
emerging,8.665,716.688
emeritus,6.659,"1,116.100"
emery,6.686,872.615
emigrant,4.844,"1,023.947"
emigrate,5.790,870.500
emigrated,6.572,878.917
emigrating,4.644,867.308
emigration,5.930,"1,003.304"
eminence,4.934,750.926
eminent,6.642,826.037
eminently,5.956,938.474
emir,5.165,965.667
emissaries,4.745,"1,002.417"
emissary,6.469,838.688
emission,7.513,816.433
emit,7.039,739.357
emitted,6.898,706.519
emitting,6.340,741.069
Emma,7.593,755.194
Emmanuel,6.832,836.710
Emma's,4.533,644.862
emollient,1.609,957.929
emote,4.043,748.000
emotion,8.418,679.333
emotional,9.382,661.636
emotionalism,4.787,914.621
emotionality,3.401,879.143
emotionally,8.168,732.500
emotionless,4.883,744.875
emotions,8.645,647.125
emotive,5.389,820.471
empathy,7.681,744.029
emperor,8.541,781.933
emperors,6.269,819.103
emperor's,6.743,832.606
emphases,4.905,"1,017.632"
emphasis,9.233,683.606
emphasize,8.089,665.471
emphasized,7.531,710.727
emphasizes,7.013,707.250
emphasizing,6.920,729.314
emphatic,5.849,840.871
emphatically,6.560,828.296
emphysema,4.745,"1,038.393"
empire,9.694,659.636
empires,8.873,651.241
empiric,3.434,893.429
empirical,7.893,819.727
empirically,6.474,820.250
empiricism,5.438,903.773
empiricist,4.771,829.160
employ,8.184,678.867
employable,4.595,992.516
employed,8.833,817.548
employee,9.308,668.312
employees,9.900,706.387
employee's,6.151,723.794
employer,10.231,620.906
employers,9.485,742.906
employing,7.314,698.812
employment,10.036,731.559
employs,7.433,708.423
emporium,6.883,809.333
empower,6.932,789.000
empowered,7.023,"1,001.966"
empowering,6.271,893.640
empress,6.380,689.864
emptied,6.582,761.333
emptier,3.434,896.947
empties,5.517,760.516
emptiness,7.116,738.333
empty,9.866,553.061
emptying,6.009,932.469
emu,6.899,889.056
emulate,8.080,723.037
emulated,7.034,784.500
emulation,8.906,770.821
emulsified,2.565,972.706
emulsify,2.398,825.231
emulsion,5.932,793.150
enable,9.438,642.714
enabled,8.909,692.727
enables,8.595,711.485
enabling,7.872,745.656
enact,6.704,749.419
enacted,7.934,789.931
enacting,5.768,850.640
enactment,6.409,857.750
enamel,5.811,831.720
enameling,3.045,893.056
enamelled,2.485,"1,164.882"
enamelware,0.693,"1,020.167"
enamour,1.386,911.474
encamp,1.609,936.273
encamped,3.689,785.739
encampment,5.024,882.955
encapsulate,5.966,"1,005.880"
encase,4.007,821.935
encased,6.035,786.296
encephalic,0.693,"1,071.636"
encephalitis,5.231,"1,128.429"
enchain,0.000,963.294
enchained,3.219,896.318
enchant,7.567,707.212
enchanted,7.712,681.379
enchanter,6.349,794.700
enchanting,5.472,745.765
enchantingly,1.099,"1,024.889"
enchantment,8.143,755.839
enchantress,7.697,844.077
encipher,2.565,"1,084.609"
enciphered,3.850,"1,082.000"
encircle,4.868,782.846
encircled,5.464,886.500
encirclement,3.932,"1,145.700"
enclave,6.377,754.739
enclaves,5.541,831.583
enclose,7.563,699.515
enclosed,8.536,637.706
encloses,4.205,791.033
enclosing,6.413,667.938
enclosure,7.513,660.758
encode,7.474,800.156
encompass,6.882,812.200
encompassed,5.489,887.034
encompasses,6.917,941.333
encore,7.684,731.517
encores,5.011,795.917
encounter,9.042,720.161
encountered,8.965,665.862
encounters,8.085,689.364
encourage,9.692,700.576
encouraged,9.428,748.719
encouragement,7.680,896.212
encourages,7.938,825.545
encouraging,8.359,754.629
encouragingly,3.761,"1,103.107"
encroach,4.564,976.810
encroached,3.584,838.458
encroaching,5.209,994.556
encroachment,5.805,955.429
encrust,2.565,936.150
encrustation,2.565,"1,166.600"
encrusted,5.118,775.577
encumber,3.638,828.200
encumbered,5.136,993.654
encumbrances,3.367,"1,086.895"
encyclopedia,8.441,861.727
encyclopedias,5.820,977.966
encyclopedic,5.278,938.913
end,12.335,570.543
endanger,6.562,798.562
endangered,7.927,836.455
endangering,6.105,858.103
endeared,4.277,871.833
endearing,5.932,760.276
endearment,5.209,751.963
endearments,3.091,888.214
endeavor,7.769,706.452
endeavored,4.605,837.964
endeavoring,3.912,882.600
endeavors,7.136,724.242
ended,9.848,629.265
endemic,6.232,973.462
endgame,6.004,917.938
ending,9.556,601.485
endings,7.366,654.438
endive,4.205,727.667
endless,8.725,607.235
endlessly,7.163,736.059
endocrine,5.215,760.767
endogamous,2.639,"1,087.700"
endogamy,3.611,890.000
endogenous,5.308,924.400
endorse,7.691,657.806
endorsed,7.686,683.267
endorsement,7.669,721.594
endorsing,6.310,951.485
endothermic,3.296,952.500
endow,4.489,759.444
endowed,6.962,760.533
endowment,6.677,847.281
endowments,5.252,854.172
endows,3.401,757.318
endpoints,5.209,737.969
ends,10.223,560.906
endurable,2.708,713.967
endurance,7.603,631.353
endure,7.528,613.242
endured,6.628,717.969
endures,5.384,652.033
enduring,7.217,724.758
enduringly,0.000,913.500
enema,6.691,934.261
enemies,9.112,641.303
enemy,9.729,598.967
enemy's,6.238,746.677
energetic,7.596,778.367
energies,7.553,797.406
energize,5.118,746.656
energized,5.529,727.594
energizes,3.871,777.676
energy,10.978,644.606
enervate,5.075,863.833
enervating,2.833,"1,004.444"
enervation,2.197,"1,073.286"
enfeeble,1.386,885.333
enfold,3.526,876.609
enforce,8.604,704.029
enforceable,5.964,884.889
enforced,8.211,768.364
enforcement,9.194,867.781
enforcers,5.852,853.767
enforces,6.219,735.576
enforcing,7.383,707.529
enfranchise,2.565,924.188
enfranchisement,2.485,"1,004.833"
engage,8.900,761.906
engaged,8.892,648.226
engagement,7.827,742.812
engagements,6.649,754.758
engages,6.642,691.300
engaging,8.037,762.033
engagingly,3.850,995.000
engender,5.541,947.077
engendered,5.338,870.381
engine,10.586,602.719
engineer,10.766,701.903
engineering,11.162,706.088
engineers,10.115,679.848
engines,9.261,651.290
engine's,5.187,658.333
England,10.513,663.324
Englander,4.290,840.391
Englanders,4.078,722.613
England's,6.340,713.485
English,11.254,569.094
Englishman,6.342,733.559
Englishmen,5.412,710.367
Englishwoman,3.584,816.970
engraft,2.708,759.500
engrave,4.043,706.500
engraved,6.488,683.562
engraver,4.078,827.677
engraving,6.260,752.444
engravings,5.412,809.156
engross,1.792,719.615
engrossed,5.730,779.000
engrossing,4.963,844.200
engulf,5.147,806.031
engulfed,6.068,794.357
engulfing,4.663,"1,005.960"
engulfs,4.007,720.625
enhance,8.809,581.743
enhanced,9.302,656.727
enhancement,8.267,762.576
enhances,6.982,725.667
enhancing,7.419,802.182
enigma,7.598,762.879
enigmatic,5.799,898.320
enjoin,5.852,829.438
enjoined,5.024,963.920
enjoy,10.752,582.294
enjoyable,8.360,765.029
enjoyed,9.504,696.258
enjoying,8.812,639.576
enjoyment,8.308,776.156
enjoys,8.091,583.812
enlarge,6.661,644.688
enlarged,6.915,689.941
enlargement,6.225,709.812
enlargements,4.762,703.848
enlarging,5.924,810.581
enlighten,8.039,762.688
enlightened,7.991,813.065
enlightening,7.182,750.382
enlightenment,7.932,720.121
enlist,6.275,714.966
enlisted,6.929,732.406
enlistment,4.575,849.655
enlists,3.784,701.935
enliven,3.611,"1,023.619"
enlivened,3.912,930.300
enmesh,1.792,851.600
enmeshed,4.644,920.000
enmities,2.303,867.389
enmity,5.790,829.600
enormity,5.226,818.846
enormous,8.934,785.467
enormously,7.326,818.111
enough,12.160,688.969
enrage,4.317,726.077
enraged,6.319,737.406
enrapture,2.079,"1,020.636"
enraptured,4.779,"1,148.278"
enrich,6.619,767.643
enriched,6.713,831.107
enriching,5.468,878.571
enrichment,6.354,839.300
enroll,7.192,650.219
enrolled,7.419,645.821
enrollees,4.007,"1,023.909"
enrolling,5.624,747.562
enrollment,7.211,716.088
ensconced,4.905,938.444
ensemble,8.040,734.107
ensembles,5.697,805.793
enshrine,4.025,882.100
enshroud,1.609,694.000
ensign,7.636,837.040
enslave,6.460,731.267
enslaved,6.757,755.273
enslavement,5.958,"1,021.310"
enslaving,5.416,826.036
ensnare,3.807,817.864
ensue,5.953,816.179
ensued,5.974,857.345
ensues,7.030,809.417
ensuing,6.842,903.522
ensure,9.782,653.735
ensures,7.385,704.844
ensuring,7.805,775.033
entail,6.733,738.655
entails,7.125,793.414
entangle,4.543,790.226
entanglement,4.920,945.091
enter,10.503,576.533
entered,9.635,700.424
entering,9.090,677.500
enterprise,9.620,705.853
enterprises,8.958,734.516
enterprising,6.019,866.310
enterprisingly,0.000,993.000
enters,8.324,657.667
entertain,7.836,768.710
entertained,7.018,828.963
entertainer,6.242,869.290
entertainers,6.100,841.167
entertaining,8.578,761.727
entertainment,9.723,806.121
entertainments,4.762,825.185
enthral,0.000,977.833
enthralled,5.649,837.241
enthralling,4.369,801.909
enthrone,0.000,958.941
enthronement,1.946,"1,102.133"
enthuse,2.773,989.308
enthusiasm,7.915,808.200
enthusiasms,3.738,965.192
enthusiast,7.216,816.724
enthusiastic,7.866,777.606
enthusiastically,6.784,946.345
enthusiasts,7.830,922.517
entice,6.174,720.542
enticement,4.419,840.207
enticements,2.565,945.182
enticing,5.938,962.310
entire,11.044,626.903
entirely,10.180,675.742
entirety,8.015,845.074
entities,8.780,937.407
entitle,5.953,785.844
entitled,9.444,779.688
entitlement,7.090,833.438
entitles,6.054,778.857
entity,9.252,782.600
entomb,3.045,881.062
entombed,5.389,968.739
entomologist,4.745,"1,426.947"
entomology,5.829,991.636
entourage,5.649,904.308
entrails,5.759,767.567
entrain,2.079,836.500
entrance,8.760,640.200
entranced,5.472,667.733
entranceway,2.773,"1,031.588"
entrant,5.361,804.562
entrap,4.466,732.633
entrapment,5.468,887.724
entreat,3.296,812.042
entreated,2.833,965.750
entreaty,2.773,839.286
entree,5.323,696.704
entrench,4.143,864.609
entrenched,6.662,830.800
entrenchment,4.248,981.000
entrepreneur,7.557,849.812
entrepreneurs,7.635,791.968
entries,9.559,732.750
entropy,8.068,903.962
entrust,5.737,"1,001.393"
entrusted,6.043,820.516
entrusting,3.761,862.226
entry,10.451,697.486
entwine,3.871,892.059
entwined,5.209,876.812
enumerate,5.805,916.966
enumerated,6.402,885.960
enumeration,6.098,971.875
enunciate,3.611,"1,044.857"
enunciated,4.754,948.000
enunciation,4.205,"1,062.560"
envelop,5.919,776.259
envelope,9.289,663.353
envelopes,8.197,770.273
enveloping,4.522,824.697
envelopment,4.174,749.609
envenomed,1.099,920.500
enviable,4.963,876.455
enviably,1.386,878.364
envied,5.438,759.889
envious,6.397,739.333
enviously,3.664,926.880
environ,6.668,923.714
environing,1.609,"1,541.667"
environment,11.168,816.818
environmental,9.870,855.667
environmentalism,5.753,"1,117.304"
environmentalist,6.867,979.065
environments,9.302,"1,037.179"
environs,5.900,899.077
envisage,5.513,896.556
envisaged,5.649,"1,014.778"
envisages,4.248,"1,078.583"
envision,7.093,706.719
envisioned,6.623,852.833
envisions,5.278,832.143
envoy,6.816,750.258
envoys,4.575,772.185
envy,7.846,621.258
enwrap,1.099,968.308
enzymatic,5.130,989.000
enzyme,7.241,707.655
enzymes,6.999,754.062
ephemeral,5.684,755.294
epic,8.577,667.167
epicenter,5.580,973.348
epics,5.489,707.966
epicure,3.135,913.842
Epicurean,4.263,902.000
Epicurus,3.091,"1,045.706"
epicycle,1.099,801.444
epidemic,7.280,794.312
epidemics,5.956,752.633
epidemiological,6.078,"1,201.588"
epidermis,4.431,789.733
epiglottis,2.485,905.778
epigram,3.638,938.591
epigrammatic,2.303,"1,052.889"
epigrams,3.466,880.588
epigraph,2.485,996.227
epilepsy,6.592,802.000
epileptic,5.645,836.000
epilogue,6.178,676.700
epiphany,5.182,920.654
Episcopal,6.157,792.105
Episcopalian,4.949,945.632
episode,10.351,642.438
episodes,9.628,783.452
episodic,5.159,855.920
epistemology,6.129,"1,067.875"
epistle,5.663,863.476
epistles,5.541,924.500
epitaph,5.911,935.913
epithet,5.787,809.059
epithets,5.793,807.600
epitome,5.905,915.050
epitomize,3.970,989.348
epitomized,4.344,973.542
epitomizes,4.700,925.348
epoch,6.784,660.261
epsilon,6.894,"1,020.158"
epsom,5.537,"1,019.154"
equable,2.197,808.083
equal,10.598,614.467
equalitarian,3.258,"1,001.125"
equality,8.575,759.206
equalization,5.730,812.382
equalize,5.694,729.000
equalizers,4.174,855.065
equalizing,5.170,760.265
equalled,5.030,742.074
equally,9.496,652.000
equals,8.124,621.382
equanimity,4.682,"1,001.000"
equate,7.601,732.719
equated,6.417,714.000
equating,6.497,"1,006.148"
equation,8.907,801.552
equations,8.632,704.793
equator,6.777,644.031
equatorial,6.254,893.038
equestrian,5.835,774.292
equidistant,4.489,"1,091.385"
equidistantly,1.609,"1,394.429"
equilateral,4.595,898.000
equilibrated,2.565,919.778
equilibrium,8.188,741.281
equilibriums,1.946,955.821
equine,6.636,796.000
equines,4.466,900.154
equinox,7.536,749.621
equip,7.338,770.179
equipment,10.850,768.879
equipotent,1.792,915.400
equipped,8.608,715.382
equipping,5.153,762.833
equitable,6.911,855.625
equity,8.536,727.516
equivalence,6.843,748.097
equivalent,10.162,762.030
equivalents,7.213,732.793
equivocal,4.543,825.316
equivocate,3.401,960.857
equivocation,5.106,"1,037.120"
era,9.625,644.969
eradicable,0.000,965.062
eradicate,6.612,827.148
eradication,6.066,868.125
era's,4.007,769.467
erase,8.138,577.125
erased,7.407,665.219
eraser,6.385,659.062
erasers,5.147,637.156
erasing,6.263,693.059
erasure,6.749,729.333
ere,6.100,"1,011.412"
erect,7.902,688.517
erected,6.475,754.643
erectile,4.595,804.250
erecting,5.288,827.419
erection,7.959,751.406
erects,4.007,811.176
ergonomic,6.564,969.857
Eric,10.581,676.500
Ernest,7.749,676.242
Ernie,7.909,769.250
Ernie's,4.290,631.900
erode,5.908,683.207
eroded,6.151,797.677
erogenous,4.963,952.565
Eros,6.583,794.278
erosion,7.643,729.576
erosive,2.833,732.519
erotic,8.585,680.061
erotica,7.467,895.161
erotically,4.762,929.143
eroticism,5.464,840.935
err,8.180,672.737
errand,5.717,802.444
errant,7.072,746.833
erratic,6.842,845.897
erratically,5.489,919.103
erred,5.817,790.375
erroneous,7.537,797.773
erroneously,6.789,818.462
error,11.310,581.676
errors,10.232,654.812
errs,5.598,648.923
erudite,5.631,763.583
erudition,5.069,"1,156.250"
erupt,5.979,814.094
erupted,6.650,735.167
erupting,5.384,837.379
eruption,7.974,817.774
erupts,5.088,755.370
escalate,6.223,734.581
escalation,6.541,868.897
escalator,5.242,718.312
escapable,2.708,858.676
escapade,5.130,904.964
escapades,5.187,911.033
escape,9.671,546.382
escaped,8.168,674.188
escapee,3.989,862.476
escapees,4.234,865.909
escapes,7.876,592.394
escape's,1.386,709.629
escaping,7.274,653.618
escapism,4.779,988.786
escapist,4.654,882.963
escheat,3.526,877.000
eschew,5.903,755.538
eschewed,4.394,981.650
eschewing,3.871,859.400
eschews,3.638,849.250
escort,7.893,703.677
escorted,6.667,815.129
escorting,5.375,690.032
escorts,6.488,691.281
Eskimo,6.751,728.094
Eskimos,5.434,734.121
esoteric,7.517,901.389
especial,6.883,937.214
especially,11.452,754.500
espionage,7.164,866.857
espousal,2.708,780.900
espouse,6.512,847.286
espoused,6.016,957.000
espouses,5.220,862.824
espousing,5.835,886.583
espresso,7.341,788.733
esprit,5.737,836.000
espy,5.966,"1,048.000"
esquire,6.468,840.138
essay,8.438,674.636
essayed,2.079,818.650
essayists,2.485,"1,012.050"
essays,7.979,634.097
essence,8.902,737.290
essences,5.030,768.576
essential,9.689,665.500
essentially,9.645,747.250
essentials,6.915,704.939
establish,9.509,753.576
established,10.092,702.188
establishes,7.123,880.469
establishing,8.567,848.294
establishment,8.937,803.844
establishments,6.926,833.394
estate,9.152,715.710
estates,6.789,765.606
esteem,7.133,661.667
esteemed,6.662,779.967
esters,4.787,"1,019.364"
esthetic,5.100,738.182
esthetics,4.511,977.368
estimable,3.970,856.154
estimate,9.079,708.606
estimated,9.086,636.324
estimates,8.554,720.697
estimating,6.943,819.909
estimation,7.398,857.226
estrange,2.773,810.083
estranged,5.568,816.464
estrangement,4.205,860.000
estranging,1.946,830.600
estuaries,4.263,923.778
estuary,4.575,960.000
eta,7.310,879.333
etch,5.986,791.762
etched,6.510,709.600
eternal,9.292,639.656
eternity,8.001,687.939
ethanol,6.515,721.167
Ethel,5.994,757.647
ether,7.441,853.833
ethereal,6.269,780.333
ethers,4.625,742.714
ethic,7.324,654.300
ethical,8.672,714.774
ethically,6.479,778.233
ethicist,3.401,928.400
ethicists,3.555,882.625
ethics,8.923,666.906
Ethiopia,6.909,917.455
Ethiopians,5.464,833.129
ethnic,9.286,618.485
ethnographer,3.829,"1,220.333"
ethnography,4.700,"1,035.478"
ethnologist,2.485,855.091
ethnology,4.205,852.105
ethos,5.964,729.133
ethyl,6.144,827.720
etiquette,7.788,816.806
etymological,5.170,"1,262.125"
etymologist,2.773,"1,221.917"
etymology,6.174,"1,021.562"
eucalyptus,5.468,941.864
eucharist,5.903,801.588
Euclid,6.583,740.917
euclidean,6.019,"1,001.800"
Euclid's,4.205,949.800
Eugene,8.503,750.233
Eugene's,3.871,727.600
eugenic,4.043,776.200
eugenics,6.043,997.917
eulogize,2.079,866.294
eulogized,2.833,929.571
eulogizers,0.000,838.000
eulogy,4.868,846.593
eunuch,5.529,850.500
euphemism,6.219,884.000
euphemistic,3.829,"1,054.773"
euphoria,6.277,706.690
euphoric,5.642,799.679
Eurasia,4.745,920.182
Eurasian,5.176,984.667
eureka,7.955,809.419
eurhythmic,0.000,"1,008.478"
Eurodollar,4.585,"1,017.300"
Europe,10.635,610.688
European,10.407,712.273
Europeanization,3.497,"1,339.000"
Europeanized,2.197,"1,132.679"
Europeans,8.105,597.088
Europe's,6.725,687.967
euthanasia,6.677,910.000
evacuate,6.157,714.633
evacuated,6.038,823.516
evacuation,6.939,830.645
evacuee,1.099,806.400
evade,6.666,683.613
evaded,5.384,764.552
evades,4.860,733.406
evading,6.273,699.667
evaluate,8.889,714.406
evaluated,8.446,685.657
evaluating,8.161,802.688
evaluation,9.434,842.812
evaluations,7.435,895.000
evaluative,4.682,"1,024.565"
evangelical,6.746,803.357
evangelicalism,2.773,"1,268.833"
evangelism,5.609,756.583
evangelist,6.890,837.406
evangelists,5.861,810.467
evangelize,4.663,946.893
evaporate,6.779,778.516
evaporated,6.242,653.471
evaporation,6.485,776.516
evaporative,4.820,895.767
evasion,6.839,802.483
evasions,4.564,780.323
evasive,6.455,848.000
eve,8.966,621.267
Evelyn,7.112,694.400
even,13.103,594.267
evening,9.848,703.545
evenings,8.020,671.667
evening's,5.771,826.152
evenly,7.562,640.273
event,10.665,566.844
eventful,4.700,764.441
eventfully,0.000,759.448
events,10.604,613.188
eventual,7.708,799.677
eventualities,3.664,949.455
eventuality,5.030,798.034
eventually,10.348,674.114
ever,12.066,588.750
Everest,6.136,735.172
Everglades,5.112,812.355
evergreen,7.114,671.939
everlasting,7.146,711.088
everlastingly,2.833,933.633
evermore,5.323,802.303
every,12.346,667.030
everybody,10.270,658.719
everybody's,7.641,721.088
everyday,8.892,673.750
everyone,11.689,661.529
everyone's,8.638,719.500
everything,11.631,844.812
everything's,6.844,848.364
everywhere,9.604,701.818
evict,5.147,759.839
evicted,5.572,722.567
eviction,5.389,781.875
evidence,11.040,588.656
evidenced,7.105,836.885
evidences,6.260,836.621
evidencing,3.091,911.905
evident,8.297,621.514
evidential,4.078,851.484
evidently,8.084,755.355
evil,10.686,579.727
evildoer,3.738,881.684
evildoers,4.220,925.080
evils,7.378,608.516
evince,4.007,814.375
evinced,4.883,765.857
eviscerate,3.951,922.800
evocation,4.304,832.818
evocations,2.303,"1,099.435"
evocative,5.710,"1,005.727"
evoke,6.356,613.364
evoked,5.914,672.939
evokes,5.652,725.818
evoking,4.970,683.355
evolution,9.702,708.879
evolutionary,8.221,858.300
evolutionists,5.866,"1,025.200"
evolve,8.113,712.781
evolved,8.495,688.909
evolves,6.468,716.667
evolving,7.716,859.364
ewe,6.035,859.810
exacerbate,5.808,981.071
exacerbated,6.006,811.565
exacerbates,4.625,875.478
exacerbation,4.762,"1,022.188"
exacerbations,4.511,990.944
exact,10.158,591.719
exacted,4.762,807.781
exacting,6.004,749.821
exactly,11.232,565.455
exacts,3.871,639.531
exaggerate,6.170,734.562
exaggerated,7.399,763.765
exaggerating,6.186,814.677
exaggeration,6.872,863.267
exaggerations,5.056,895.419
exalt,5.231,660.839
exaltation,4.852,940.192
exaltations,1.099,963.385
exalted,6.666,637.853
exalting,3.555,792.710
exam,8.347,662.353
examination,8.467,742.758
examinations,6.659,760.800
examine,9.036,756.758
examined,8.395,702.514
examiner,6.870,759.941
examiners,5.733,741.000
examines,6.985,786.727
examining,8.024,775.387
example,11.842,640.062
examples,10.326,595.125
exasperate,2.079,976.269
exasperated,5.749,832.500
exasperating,4.431,854.679
exasperatingly,2.485,"1,001.105"
exasperation,5.075,984.967
exboyfriend,2.079,"1,054.406"
excavate,4.477,849.839
excavation,6.211,947.500
excavations,5.595,708.800
excavator,3.638,871.409
exceed,8.524,745.206
exceeded,7.593,710.406
exceeding,7.358,780.281
exceedingly,7.250,779.688
exceeds,7.716,664.559
excel,9.403,684.667
excellence,8.223,721.030
excellences,2.197,887.138
excellency,5.881,943.200
excellent,11.282,682.636
excellently,5.565,771.107
excels,5.606,742.194
except,11.337,727.697
excepting,6.553,759.147
exception,9.838,754.727
exceptionable,1.609,952.778
exceptional,8.381,708.853
exceptionally,7.546,839.212
exceptions,9.080,644.471
excerpt,8.156,809.960
excerpts,8.920,788.571
excess,9.086,605.727
excesses,6.633,741.933
excessive,8.689,682.029
excessively,7.430,769.545
exchange,10.499,631.033
exchangeable,4.127,891.400
exchanged,7.846,758.912
exchanges,7.975,613.588
exchanging,7.672,795.452
excise,6.105,750.217
excised,6.211,914.783
excision,4.248,909.056
excitability,3.219,946.867
excitatory,4.466,833.100
excite,6.669,668.061
excited,9.029,633.000
excitedly,5.943,733.647
excitement,8.577,734.094
exciting,9.582,666.147
exclaim,5.598,754.727
exclaimed,7.291,717.594
exclaiming,4.564,833.677
exclaims,5.389,813.065
exclamation,6.593,755.000
exclamations,4.190,860.552
exclamatory,2.079,774.065
exclude,8.260,741.281
excluded,8.193,688.438
excludes,6.970,754.455
excluding,7.960,806.484
exclusion,7.773,688.452
exclusions,5.460,823.310
exclusive,8.968,628.182
exclusively,8.901,756.382
exclusiveness,3.850,971.500
excommunicate,4.143,923.583
excommunicated,5.489,"1,048.194"
excommunication,4.796,"1,014.318"
excrement,6.297,944.370
excrete,4.898,801.839
excretion,5.288,893.114
excruciating,6.125,"1,003.419"
excursion,6.775,669.433
excursions,6.565,765.968
excusable,5.153,967.267
excuse,9.868,625.118
excused,6.460,626.636
excuses,7.948,679.912
execute,9.131,652.844
executed,8.930,740.938
executing,8.061,683.818
execution,9.062,686.939
executioner,6.557,730.194
executioner's,3.784,819.333
executions,7.018,722.226
executive,9.854,673.559
executives,8.014,820.364
executive's,3.871,805.031
executor,7.095,812.125
executors,4.554,800.286
exemplar,5.293,745.462
exemplary,6.554,953.478
exemplified,6.308,880.581
exemplifies,5.421,"1,011.375"
exemplify,4.654,695.407
exempt,7.880,713.125
exemption,7.709,739.156
exemptions,6.695,861.207
exercise,9.880,597.562
exercised,7.142,753.156
exercises,8.605,761.485
exercising,7.612,722.424
exert,6.982,765.552
exerted,5.956,795.900
exerting,5.916,697.786
exertion,6.103,781.294
exertions,4.304,857.312
exerts,5.468,785.643
exhalation,4.533,892.333
exhale,6.100,634.033
exhaled,4.898,754.182
exhaling,4.718,777.964
exhaust,8.296,670.485
exhausted,7.883,638.438
exhaustible,2.398,919.839
exhausting,6.094,753.882
exhaustingly,0.000,821.438
exhaustion,6.853,711.032
exhaustive,7.394,904.241
exhaustively,4.852,897.300
exhausts,5.283,760.576
exhibit,8.576,634.061
exhibited,7.059,747.812
exhibiting,6.613,710.875
exhibition,8.038,766.576
exhibitionism,4.796,896.448
exhibitions,6.627,791.364
exhibitors,6.326,851.125
exhibits,7.617,654.353
exhilarate,0.693,862.828
exhilarated,3.466,776.061
exhilarating,5.649,945.344
exhilaration,4.394,778.559
exhort,4.533,809.536
exhortation,4.605,869.792
exhortations,4.143,"1,046.467"
exhorting,4.654,914.913
exhumation,3.638,"1,087.600"
exhumations,2.485,930.909
exhume,3.434,766.864
exhusband,1.609,934.700
exile,7.884,691.258
exiled,6.314,710.633
exiles,6.236,675.065
exiling,2.079,917.458
exist,10.782,587.455
existed,9.141,671.091
existence,9.960,675.848
existent,6.040,760.909
existential,6.184,930.226
existentialism,4.890,"1,045.900"
existentialist,4.860,"1,066.538"
existentialists,3.258,"1,072.364"
existing,10.360,639.581
exists,10.216,598.265
exit,10.151,544.242
exits,7.782,627.212
exodus,7.795,728.424
exogamous,2.398,"1,329.143"
exonerate,4.625,770.280
exonerated,5.136,878.609
exoneration,3.555,"1,006.200"
exorbitance,0.693,981.647
exorbitant,5.943,820.111
exorcise,4.898,758.143
exorcism,5.472,945.074
exorcist,7.421,735.844
exorcize,1.609,727.357
exothermic,4.159,"1,115.560"
exotic,8.207,629.382
expand,9.449,672.625
expandable,7.137,699.935
expanded,8.981,672.000
expanding,8.872,664.257
expands,7.389,616.853
expanse,6.738,762.080
expansion,9.678,628.314
expansions,7.165,767.941
expansive,6.155,736.643
expansively,2.708,816.935
expansiveness,2.398,922.862
expatriate,6.207,"1,009.938"
expect,11.007,656.250
expectable,2.708,746.903
expectance,2.833,823.303
expectancy,6.858,811.548
expectant,5.263,893.455
expectation,7.793,717.697
expectations,8.606,793.548
expected,10.458,623.281
expectedly,3.219,881.387
expecting,9.088,604.700
expectorant,3.296,"1,126.545"
expectorate,2.197,"1,050.400"
expects,8.266,761.848
expedience,4.078,855.423
expediency,5.513,870.742
expedient,6.157,905.000
expedite,6.545,806.455
expediting,3.989,928.276
expedition,7.346,809.400
expeditionary,4.934,960.115
expeditions,6.201,748.000
expeditious,4.511,911.120
expeditiously,5.209,"1,087.423"
expel,6.284,642.000
expelled,7.368,602.441
expelling,5.403,703.800
expend,6.288,700.276
expendable,6.507,805.548
expended,6.515,732.750
expenditure,7.151,707.258
expenditures,7.428,851.567
