Word,Log_Freq_HAL,I_Mean_RT
cliquier,0.000,#
cliquiest,0.000,#
cliquish,3.912,#
cliquishness,2.565,#
clitorises,3.466,#
CLIVE,7.827,#
cloaked,7.102,#
cloaking,6.639,#
cloaks,5.193,#
clobbering,4.290,#
cloche,2.890,#
cloches,1.609,#
cloddish,1.609,#
cloddishly,0.000,#
cloggier,0.000,#
cloggiest,0.000,#
cloggy,0.000,#
clogs,5.687,#
cloisonne,2.485,#
cloistered,4.205,#
cloistering,0.000,#
CLOMPED,1.386,#
clones,8.882,#
CLONIC,1.946,#
clopped,0.693,#
clopping,1.792,#
clops,0.000,#
closedown,2.565,#
closedowns,0.000,#
closeouts,3.932,#
closeting,0.693,#
CLOSTRIDIUM,5.226,#
closures,6.168,#
clothesbaskets,0.000,#
clotheshorses,0.000,#
clothespins,5.088,#
clothiers,3.784,#
cloths,5.969,#
clots,4.883,#
clotting,5.549,#
cloture,3.135,#
clotures,0.000,#
cloudbanks,0.000,#
cloudbursts,1.386,#
CLOUDCROFT,2.079,#
cloudier,1.386,#
cloudiest,0.000,#
cloudiness,4.143,#
clouding,4.844,#
clouted,1.099,#
clouting,0.000,#
clouts,1.946,#
CLOV,0.000,#
cloven,4.500,#
cloverleaves,0.000,#
clovers,4.654,#
clowned,0.000,#
clownish,3.638,#
clownishly,0.000,#
clownishness,0.693,#
cloy,2.639,#
cloyed,0.000,#
cloying,4.575,#
cloys,0.000,#
clubbable,0.000,#
clubbing,5.124,#
clubfeet,0.000,#
clubfooted,0.000,#
clubhouses,2.833,#
clumped,4.625,#
clumping,5.187,#
clumsier,3.434,#
clumsiest,2.079,#
clumsiness,4.394,#
clunked,0.693,#
clunking,4.174,#
clunks,3.258,#
CLURMAN,0.693,#
cluttering,6.114,#
clutters,4.443,#
CLYFFORD,1.099,#
CO,11.131,#
coachbuilder,0.000,#
coachbuilders,0.693,#
coached,6.284,#
coachworks,1.386,#
coadjutor,0.000,#
coadjutors,0.000,#
coagulants,1.609,#
coagulated,3.714,#
coagulates,1.946,#
coagulation,4.043,#
coagulations,1.609,#
COAHSE,0.000,#
coalbunker,0.000,#
coalbunkers,0.000,#
coaled,0.000,#
coalescences,0.000,#
coalescing,4.511,#
coalfaces,0.000,#
coalfields,2.197,#
coalholes,0.000,#
coalhouses,0.000,#
coaling,2.485,#
coalitions,5.442,#
coalmines,1.099,#
coalscuttle,0.000,#
coalscuttles,0.000,#
coaming,0.000,#
coamings,0.000,#
coarsening,1.792,#
coarsens,0.000,#
coarser,5.220,#
coarsest,3.091,#
coasters,6.561,#
coastguards,1.099,#
coastguardsman,0.000,#
coastguardsmen,0.000,#
coasting,5.170,#
coastlines,4.771,#
coastwise,1.386,#
coatee,0.000,#
coatees,0.000,#
COATES,6.779,#
coauthors,4.331,#
coaxes,3.258,#
coaxingly,0.000,#
coaxings,0.000,#
COBB,7.171,#
COBB'S,3.738,#
cobber,2.485,#
cobbled,5.017,#
cobblers,3.932,#
cobbles,3.970,#
cobbling,3.296,#
COBLE,4.234,#
cobras,5.328,#
cobs,3.555,#
COCAO,0.000,#
cocas,0.000,#
COCCIDIOIDOMYCOSIS,0.693,#
COCCIDIOSIS,0.000,#
coccyges,0.000,#
COCHANNEL,0.000,#
cochineal,3.178,#
cochleae,0.000,#
cochleas,0.000,#
COCHRAN,7.373,#
cockade,1.946,#
cockades,1.099,#
cockatoos,4.644,#
cockchafer,0.000,#
cockchafers,0.000,#
cockcrow,0.000,#
cockcrows,0.000,#
cockerel,2.303,#
cockerels,0.000,#
cockers,4.977,#
cockfighting,2.565,#
cockfights,1.099,#
cockhorses,0.000,#
cockiest,0.693,#
cockiness,3.296,#
cocking,5.328,#
cockles,3.989,#
cockleshells,0.000,#
cockneys,2.079,#
cocks,7.172,#
cockscombs,0.000,#
coco,6.746,#
cocoas,0.693,#
cocooned,4.060,#
cocooning,3.807,#
cocoons,4.007,#
COCOPALM,0.000,#
cocos,4.575,#
cocotte,1.609,#
cocottes,0.000,#
COCTEAU,5.416,#
COCU,2.398,#
codas,2.833,#
codded,0.000,#
codding,1.792,#
CODDINGTON,6.706,#
coddles,1.946,#
coddling,4.234,#
codfishes,0.000,#
codgers,2.708,#
codices,4.290,#
codicil,3.951,#
codicils,1.792,#
codifications,1.792,#
codifies,4.190,#
codifying,4.344,#
codlin,0.000,#
codling,1.792,#
codlings,0.000,#
codlins,0.000,#
codpiece,3.664,#
codpieces,1.099,#
cods,5.242,#
codswallop,3.367,#
CODY,6.975,#
COE,7.011,#
coeducational,4.159,#
coelacanth,4.682,#
coelacanths,0.693,#
coequally,0.000,#
coequals,0.000,#
coerces,4.007,#
coercing,5.375,#
coercively,3.296,#
coerciveness,1.099,#
coeternal,1.609,#
coeternally,0.000,#
coeval,2.079,#
coevals,0.000,#
coexisted,3.401,#
coexisting,5.037,#
coexists,3.989,#
COFFEECUP,0.000,#
coffeepots,0.000,#
coffees,4.949,#
cofferdam,1.099,#
cofferdams,1.792,#
coffins,5.749,#
cogency,2.996,#
cogitated,0.693,#
cogitates,2.398,#
cogitating,1.946,#
cogitation,2.833,#
cognacs,0.693,#
cognates,4.007,#
cognized,3.258,#
cognizes,3.178,#
cognizing,2.639,#
cognomens,0.000,#
cognoscenti,4.875,#
cogwheels,1.099,#
cohabited,1.609,#
cohabiting,3.466,#
cohabits,1.386,#
COHEN,8.612,#
cohered,0.693,#
coherently,5.583,#
coheres,1.609,#
cohering,0.000,#
COHN,6.583,#
COHNFIDUNT,0.000,#
coif,2.944,#
coiffeur,1.386,#
coiffeurs,0.000,#
coiffured,1.386,#
coiffures,1.792,#
coifs,0.693,#
coign,0.000,#
coinages,2.565,#
coincidentally,6.597,#
coiner,2.485,#
coiners,1.386,#
coining,4.533,#
coir,1.792,#
coition,1.099,#
coked,2.890,#
coking,2.303,#
col,8.747,#
colanders,2.303,#
COLAVITO,3.367,#
COLCHICUM,2.079,#
COLCORD,2.890,#
COLCORD'S,0.000,#
COLDE,1.792,#
COLE'S,5.303,#
COLEE,0.000,#
COLEFAX,0.000,#
COLEMAN,8.053,#
COLES,6.219,#
COLETTA,2.565,#
coley,4.796,#
coleys,0.000,#
COLFAX,4.575,#
COLISEUM,6.718,#
colitis,5.881,#
collaborates,4.174,#
collaborating,6.144,#
collaborationism,0.000,#
collaborationist,2.708,#
collaborationists,0.000,#
collarbones,3.296,#
collaring,2.485,#
collates,2.565,#
collating,4.727,#
collations,0.000,#
collectedly,0.000,#
collectives,5.075,#
collectivization,3.638,#
collectivized,3.135,#
collectivizes,0.000,#
collectivizing,1.792,#
colleen,6.899,#
colleens,1.099,#
COLLES,1.609,#
COLLETT,4.331,#
collides,4.898,#
colliding,5.549,#
collier,7.228,#
collieries,1.099,#
colliers,3.584,#
colliery,2.079,#
collies,7.261,#
COLLIMATED,3.664,#
COLLINGWOOD,5.434,#
Collins,9.105,#
COLLINSVILLE,3.555,#
collocate,0.000,#
collocated,2.773,#
collocates,0.000,#
collocating,0.000,#
collocation,3.091,#
collocations,1.386,#
COLLONADED,0.000,#
colloquialisms,4.078,#
colloquially,4.615,#
colloquies,1.099,#
COLLOSAL,3.951,#
colluded,3.829,#
colludes,2.303,#
colluding,3.638,#
collusive,2.398,#
COLLYER,4.875,#
collywobbles,0.000,#
COLMAN,5.389,#
COLMANS,0.000,#
COLMER,3.466,#
COLMER'S,0.000,#
COLO,6.605,#
Colombians,4.431,#
colonialists,4.248,#
colonization,6.974,#
colonizer,4.078,#
colonizers,4.997,#
colonizes,2.398,#
colonizing,5.252,#
COLONNA,3.761,#
colonnades,2.639,#
colons,5.598,#
COLONUS,2.079,#
COLORAMA,3.584,#
coloratura,3.738,#
COLOREDS,4.205,#
COLORIN,0.000,#
colossally,2.303,#
colossi,3.045,#
COLOSSIANS,4.875,#
colossuses,1.386,#
colostrum,4.691,#
colour,9.323,#
coloured,6.974,#
Coloureds,3.296,#
colourfast,0.000,#
colourfastness,0.693,#
colourful,5.724,#
colouring,6.107,#
colourless,4.920,#
colourlessly,0.000,#
colourlessness,0.000,#
colours,8.439,#
COLQUITT,3.091,#
cols,6.075,#
coltishly,0.000,#
coltishness,0.000,#
COLTSMAN,0.000,#
columbine,4.419,#
columbines,2.639,#
COLVIN'S,2.079,#
COLZANI,0.000,#
COM,9.732,#
comae,1.386,#
COMANY'S,2.485,#
comatose,5.583,#
combatively,0.000,#
combats,5.730,#
combatting,5.733,#
COMBE,3.466,#
COMBELLACK,0.000,#
comber,2.485,#
combers,1.609,#
combinatorial,5.932,#
combos,7.938,#
combusted,3.555,#
combustible,4.754,#
combusting,3.178,#
combusts,2.398,#
comebacks,5.318,#
Comecon,3.258,#
COMEDIE,3.761,#
COMEDIE'S,0.000,#
comedienne,3.892,#
comediennes,2.079,#
comedowns,0.000,#
comelier,0.000,#
comeliest,0.000,#
comeliness,3.296,#
COMEND,3.045,#
COMENICO,0.000,#
comer,6.501,#
comers,5.829,#
COMEST,2.303,#
comestible,2.079,#
comestibles,2.485,#
COMETARY,5.017,#
COMETH,5.631,#
comfier,1.792,#
comfiest,1.609,#
comfit,0.000,#
comfits,0.000,#
comforters,3.584,#
comfrey,4.554,#
COMIN,6.653,#
Cominform,0.000,#
Comintern,3.466,#
COMIQUE,3.135,#
COMISKEY,4.317,#
comities,0.000,#
comity,2.833,#
commandants,2.833,#
commandeers,1.386,#
commandments,7.911,#
commandos,6.028,#
commas,6.547,#
COMMAWNDED,0.000,#
commemorations,3.555,#
commemorative,6.471,#
commendably,2.890,#
commendations,3.807,#
commendatory,0.000,#
commensurable,2.485,#
commensurably,0.000,#
commentated,2.303,#
commentates,2.079,#
commentating,3.970,#
COMMERCANTS,0.000,#
commercialized,5.613,#
commercializes,0.000,#
commercializing,4.317,#
commination,0.000,#
comminations,0.000,#
comminatory,0.000,#
COMMINGE,0.000,#
commingles,1.099,#
commingling,2.639,#
commiserations,2.773,#
commissar,4.554,#
commissariat,3.714,#
commissariats,0.000,#
commissaries,3.332,#
commissars,4.489,#
commissionaire,2.565,#
commissionaires,0.000,#
commissioning,5.549,#
committals,0.000,#
COMMITTMENT,6.898,#
commodes,2.996,#
commodiously,0.000,#
commodores,4.787,#
commonage,0.000,#
commonalty,0.693,#
COMMONWEAL,4.007,#
commotions,3.526,#
communed,2.833,#
COMMUNESE,0.000,#
communicably,0.000,#
communicant,1.792,#
communicants,2.398,#
communicates,6.579,#
communing,3.829,#
communions,2.944,#
communique,6.697,#
communiques,4.890,#
COMMUNISN,0.693,#
commutable,4.431,#
commutate,0.000,#
commutated,0.000,#
commutates,0.000,#
commutating,1.386,#
commutations,1.386,#
commutative,4.644,#
commutator,4.357,#
commutators,2.833,#
commuters,5.501,#
compacted,5.170,#
compacting,4.220,#
compactness,4.533,#
COMPAGNIE,4.635,#
companionway,3.135,#
companionways,0.000,#
comparably,5.666,#
comparatives,1.099,#
compartmentalized,4.290,#
compartmentalizes,1.099,#
compartmentalizing,2.485,#
compassed,2.565,#
compasses,4.949,#
compassing,0.000,#
COMPATABILITY,7.265,#
compatibly,3.135,#
compeer,0.000,#
compeers,0.000,#
compellingly,3.970,#
COMPELTE,2.079,#
compendious,2.079,#
compendiously,0.000,#
compendiums,3.807,#
compere,3.401,#
compered,2.303,#
comperes,2.485,#
compering,0.693,#
competitions,7.696,#
competitiveness,6.532,#
COMPEYSON,0.000,#
compilers,9.177,#
compiles,7.743,#
complacently,3.466,#
complainant,5.242,#
complainants,4.043,#
complainer,4.094,#
complainers,4.875,#
complainingly,0.000,#
complaisance,0.693,#
complaisant,1.099,#
complaisantly,0.000,#
COMPLEATED,3.332,#
complemented,5.680,#
complexions,3.555,#
compliantly,0.693,#
complicatedly,0.693,#
complicatedness,0.693,#
complicates,5.333,#
complies,5.700,#
compline,2.303,#
compo,5.591,#
comporting,2.079,#
comports,3.664,#
compos,4.466,#
composedly,0.693,#
compositors,2.303,#
composted,4.682,#
composting,5.497,#
composts,2.079,#
compote,3.401,#
compotes,0.000,#
comprehends,3.892,#
comprehensibility,3.951,#
comprehensions,1.609,#
comprehensiveness,4.094,#
comprehensives,1.099,#
compressible,5.333,#
compressors,6.382,#
COMPSON,3.367,#
comptometer,1.609,#
comptometers,0.000,#
compulsiveness,1.946,#
COMPULSIVES,1.946,#
compulsorily,2.079,#
computerized,7.673,#
computerizes,0.693,#
computerizing,4.290,#
comradely,3.332,#
comradeships,0.000,#
COMROE,1.946,#
coms,5.056,#
COMSUMER,3.912,#
COMTEMPORARY,3.807,#
COMUS,2.708,#
CONAN,8.095,#
CONANT,4.454,#
CONANT'S,1.609,#
concatenate,6.073,#
concatenated,5.481,#
concatenates,3.784,#
concatenating,4.771,#
concatenation,5.733,#
concatenations,2.079,#
concavities,0.000,#
CONCEDEDLY,1.386,#
conceited,5.509,#
conceitedly,0.000,#
conceitedness,0.000,#
conceits,3.466,#
conceptualized,4.771,#
conceptualizes,2.639,#
conceptualizing,4.344,#
concernedly,1.099,#
CONCERTANTE,3.091,#
concertedly,0.693,#
concertgoer,1.609,#
concertgoers,2.398,#
CONCERTI,5.613,#
concertina,6.306,#
concertinaed,0.000,#
concertinaing,0.000,#
concertinas,5.598,#
concerting,0.000,#
concertmasters,0.693,#
concessive,0.000,#
CONCETTA,0.693,#
CONCETTA'S,0.000,#
conches,2.565,#
CONCHITA,4.605,#
conchology,0.000,#
concierges,1.386,#
conciliate,3.219,#
conciliated,1.099,#
conciliates,0.000,#
conciliating,0.000,#
conciliatory,4.997,#
concisely,5.710,#
concision,2.773,#
conclaves,2.639,#
concocting,4.331,#
concoctions,4.595,#
concocts,2.398,#
concomitances,0.000,#
concomitantly,3.296,#
concomitants,1.946,#
concordances,4.394,#
concordat,3.091,#
concordats,1.099,#
concords,1.609,#
concourses,3.714,#
concreted,2.303,#
concretes,3.761,#
concreting,2.079,#
concretions,2.079,#
CONCRETISTIC,0.000,#
concubinage,2.565,#
concubines,4.890,#
concupiscence,1.946,#
concupiscent,2.079,#
concurrences,2.079,#
concurring,5.872,#
concuss,0.693,#
concussed,3.135,#
concusses,0.000,#
concussing,1.099,#
concussions,2.944,#
condemnations,5.193,#
condensations,3.178,#
condensers,4.317,#
condenses,4.489,#
condescended,3.332,#
condescendingly,4.143,#
condescends,1.099,#
condescensions,0.000,#
CONDICIONS,2.398,#
condign,2.565,#
condignly,0.000,#
conditionally,5.252,#
conditionals,4.997,#
CONDLIFFE,2.944,#
condominiums,4.369,#
condoms,7.923,#
condonations,0.000,#
condones,5.142,#
condoning,5.802,#
condors,4.331,#
conduciveness,0.000,#
conductivities,2.833,#
conductress,0.693,#
conductresses,0.000,#
conduits,5.587,#
CONEY,5.468,#
confab,2.398,#
confabbed,0.000,#
confabbing,0.000,#
confabs,0.693,#
confabulates,0.000,#
confabulating,1.099,#
confectioner,1.792,#
confectioneries,0.000,#
confectioners,4.431,#
confections,4.094,#
confederacies,0.000,#
confederated,2.996,#
confederating,0.000,#
conferments,0.000,#
confessedly,1.792,#
confessors,2.079,#
confidants,3.989,#
confidentialities,0.693,#
confidently,6.410,#
confides,4.290,#
confidingly,0.000,#
confirmations,5.505,#
confiscates,3.497,#
confiscations,4.060,#
confiscatory,4.357,#
conflagrations,2.303,#
conflate,3.871,#
conflated,4.127,#
conflates,2.833,#
conflating,4.159,#
conflation,4.111,#
conflations,0.000,#
conflicted,5.242,#
confluences,1.099,#
conformable,2.890,#
conformably,0.000,#
CONFORMATIONAL,4.644,#
conforming,6.916,#
confoundedly,0.693,#
confounds,4.127,#
confraternities,0.000,#
confraternity,2.398,#
confrere,1.609,#
confreres,2.303,#
Confucians,1.792,#
confusedly,3.332,#
CONFUSIN,1.609,#
confusingly,4.382,#
confutation,1.099,#
confutations,0.000,#
confute,1.386,#
confuted,0.000,#
confutes,1.946,#
confuting,0.000,#
CONG,6.516,#
congas,4.263,#
CONGDON,4.543,#
conge,2.079,#
congealing,2.944,#
congeals,1.386,#
congenially,0.000,#
congenitally,4.143,#
conger,4.605,#
congers,0.693,#
conges,0.000,#
congesting,1.386,#
congests,0.000,#
conglomerated,2.398,#
conglomerates,5.231,#
conglomerating,0.693,#
conglomerations,2.773,#
Congolese,2.890,#
congratulates,4.554,#
congratulating,5.043,#
congregates,1.099,#
congregating,3.689,#
Congregationalisms,0.000,#
congruently,2.565,#
congruities,0.000,#
congruously,0.000,#
conically,0.693,#
conies,0.000,#
coniferous,3.434,#
conifers,3.932,#
CONING,2.303,#
conj,3.989,#
conjectural,4.407,#
conjecturing,3.784,#
conjoining,2.565,#
conjoins,2.197,#
conjointly,1.386,#
conjugally,0.000,#
conjugations,4.190,#
conjunctiva,2.708,#
conjunctivae,1.946,#
conjunctivas,0.000,#
conjunctives,0.000,#
conjuncts,2.485,#
conjunctures,0.000,#
conjurations,1.946,#
conjurer,6.176,#
conjurers,3.332,#
conjuring,5.403,#
conked,3.761,#
conker,1.609,#
conkers,1.099,#
conking,1.099,#
conks,3.045,#
CONLOW,1.099,#
CONN,7.241,#
CONNALL,2.398,#
CONNALLY,6.080,#
CONNEAUT,3.829,#
connectives,3.555,#
CONNELL,5.357,#
CONNELLY,6.021,#
CONNEXION,5.572,#
connived,1.386,#
connives,0.000,#
conniving,4.812,#
CONNOLLY'S,2.565,#
connotatively,1.792,#
connoted,2.485,#
connoting,2.079,#
CONPIRED,0.000,#
conquers,5.572,#
CONQUETE,2.079,#
conquistadores,3.892,#
conquistadors,3.401,#
CONRAD'S,4.127,#
consanguineous,5.252,#
CONSANGUINEOUSLY,0.000,#
conscientiously,4.913,#
conscientiousness,2.996,#
conscripting,2.890,#
conscripts,5.493,#
CONSDERATIONS,0.000,#
consecrated,5.421,#
consecrates,3.526,#
consecrating,2.944,#
consecrations,0.000,#
consecutively,5.303,#
CONSEIL,5.100,#
consents,4.977,#
consequentially,3.466,#
conservancies,0.000,#
conservancy,5.561,#
conservationists,4.543,#
conservatively,6.594,#
conservatoire,4.595,#
conservatoires,0.000,#
conservatories,3.045,#
conserved,6.363,#
considerateness,1.099,#
CONSIDERIN,1.792,#
consignees,0.693,#
consigning,3.664,#
consignments,4.007,#
consignor,2.996,#
consignors,1.946,#
consigns,1.609,#
CONSISENTLY,1.609,#
consistences,0.000,#
consistencies,4.060,#
consistorial,1.099,#
consistories,0.000,#
consistory,1.609,#
CONSITUTIONAL,4.718,#
consolable,0.000,#
consolations,4.111,#
consolatory,0.000,#
consolidates,4.344,#
consolidations,4.394,#
consols,3.296,#
consommes,0.693,#
consortia,4.852,#
consortiums,5.231,#
consorts,4.357,#
conspectus,0.000,#
conspectuses,0.000,#
conspicuousness,0.000,#
conspiratorially,3.367,#
conspiring,5.932,#
constabularies,0.693,#
constabulary,4.443,#
CONSTANCE,6.035,#
CONSTANTIN,5.468,#
CONSTANTINO,4.331,#
CONSTANTINOS,4.143,#
CONSTATATION,1.386,#
constellate,0.693,#
constellated,1.099,#
constellates,0.000,#
constellating,0.000,#
consternated,0.693,#
consternates,0.000,#
consternating,0.000,#
constipated,5.425,#
constipates,1.386,#
constipating,1.946,#
constitutionalists,3.784,#
constitutionalized,0.000,#
constitutionalizes,0.000,#
constitutionalizing,0.000,#
constitutionally,7.024,#
constitutionals,0.693,#
constitutive,4.673,#
constrainedly,0.000,#
constrains,4.913,#
constraints,8.330,#
constrictive,3.714,#
constricts,3.555,#
constructiveness,1.946,#
constructors,6.742,#
constructs,7.454,#
construes,2.565,#
consubstantiate,0.000,#
consubstantiated,0.000,#
consubstantiates,0.000,#
consubstantiating,0.000,#
consubstantiation,1.386,#
consulates,6.061,#
consuls,4.710,#
consulships,0.000,#
consultancies,3.584,#
consultancy,7.382,#
consults,5.583,#
consummates,1.792,#
consummating,2.708,#
consummations,0.000,#
consumptives,0.000,#
CONTADINI,1.099,#
contagions,1.386,#
contagiously,0.693,#
contagiousness,1.609,#
containerization,0.000,#
containerize,0.000,#
containerized,2.708,#
containerizes,0.000,#
containerizing,2.485,#
contaminates,4.290,#
contaminations,3.045,#
contaminators,1.386,#
CONTE,5.263,#
contemn,1.386,#
contemned,0.000,#
contemning,0.000,#
contemns,0.000,#
contemporaneous,4.727,#
contemporaneously,3.178,#
contemptibly,2.890,#
contemptuously,4.489,#
CONTENDERE,2.890,#
contenders,7.234,#
contentiously,1.792,#
contentiousness,2.565,#
conterminous,2.708,#
contestable,3.664,#
contesting,5.663,#
contextual,5.771,#
contextually,4.220,#
contiguously,3.497,#
contiguousness,0.000,#
CONTINENTALLY,1.386,#
continentals,4.431,#
contingently,2.079,#
continua,5.999,#
continuations,4.820,#
continuo,5.323,#
continuos,4.970,#
contorting,3.932,#
contortionist,4.644,#
contortionists,4.025,#
contortions,5.298,#
contorts,2.639,#
contoured,4.477,#
contrabasses,1.609,#
contractible,1.792,#
contractions,6.850,#
contractually,4.615,#
contradicting,6.565,#
contradistinguish,0.693,#
contradistinguished,0.000,#
contradistinguishes,0.000,#
contradistinguishing,0.000,#
contrail,3.434,#
contrails,3.807,#
contraindicate,3.178,#
contraindicated,5.835,#
contraindicates,0.000,#
contraindicating,0.000,#
contraindication,4.779,#
contraindications,5.869,#
contralto,3.497,#
contraltos,0.693,#
contrapuntal,3.951,#
contrapuntally,1.099,#
contrarieties,0.000,#
contrariety,2.197,#
contrariness,2.639,#
contrariwise,3.555,#
contravene,4.143,#
contravened,3.714,#
contravenes,4.331,#
contravening,3.932,#
contravention,4.727,#
contraventions,2.079,#
contretemps,2.708,#
CONTRIBS,4.394,#
CONTRIFUGATION,0.000,#
contritely,1.946,#
contriver,0.000,#
contrivers,0.000,#
contrives,2.197,#
controllable,6.288,#
controversialism,0.000,#
controversialist,0.000,#
controversially,3.045,#
controverted,2.303,#
controvertible,0.693,#
controverting,0.000,#
controverts,0.000,#
contumacies,0.000,#
contumacious,2.708,#
contumaciously,0.000,#
contumacy,0.693,#
contumelies,0.000,#
contumelious,0.000,#
contumeliously,0.000,#
contuse,0.000,#
contused,2.639,#
contuses,0.000,#
contusing,0.000,#
conundrums,3.526,#
conurbation,2.996,#
conurbations,1.099,#
CONVAIR,4.511,#
convalesce,1.386,#
convalesced,0.693,#
convalescents,0.000,#
convalesces,0.000,#
convectors,0.000,#
convener,4.934,#
conveners,3.135,#
convenes,4.290,#
conventicle,1.946,#
conventicles,0.693,#
conventionalities,0.000,#
convents,3.219,#
convergences,2.398,#
converges,5.313,#
converging,5.961,#
conversationalists,3.045,#
conversationally,3.296,#
conversazione,2.303,#
conversaziones,0.000,#
conversazioni,0.693,#
conversed,4.673,#
converses,2.996,#
converters,7.526,#
convertibility,4.174,#
convertibles,4.673,#
convexities,0.000,#
convexly,0.693,#
conveyancer,0.000,#
conveyancers,0.000,#
conveyances,2.485,#
conveyancing,1.099,#
conveyers,2.485,#
convinces,6.198,#
convincible,0.693,#
convivial,3.434,#
convivialities,0.000,#
conviviality,2.565,#
convivially,0.000,#
convoked,2.303,#
convokes,0.000,#
convoking,0.000,#
convolutedly,0.000,#
convolutes,1.609,#
convoluting,0.693,#
convolutions,4.248,#
convolve,3.466,#
convolved,2.197,#
convolves,1.792,#
convolving,2.303,#
convolvulus,2.565,#
convolvuluses,0.000,#
convoyed,2.996,#
convoying,2.303,#
convoys,5.517,#
convulses,2.565,#
convulsing,4.357,#
Conway,7.203,#
cony,2.079,#
COOCH,4.317,#
cooed,5.037,#
cookbooks,6.295,#
COOKE,6.644,#
cookers,4.585,#
cookery,5.193,#
COOKFIRE,1.609,#
cookhouse,2.398,#
cookhouses,0.000,#
cookouts,2.890,#
coolants,3.638,#
COOLIDGES,0.000,#
coolie,4.700,#
coolies,3.135,#
coolish,2.639,#
COOLNESSES,0.000,#
COOMBS,5.438,#
coon,6.521,#
coons,5.529,#
cooper,8.907,#
COOPER'S,6.168,#
COOPERMAN,3.970,#
coopers,5.892,#
coos,4.710,#
COOSA,2.079,#
COOSIE'S,0.000,#
coot,4.654,#
coots,4.868,#
copeck,0.000,#
copecks,0.000,#
coped,4.844,#
COPELAND,7.020,#
copestone,0.000,#
copestones,0.000,#
copiers,6.385,#
copilots,2.079,#
copingstone,0.000,#
copingstones,0.000,#
COPLEY,5.476,#
COPOLYMERS,1.946,#
COPP,3.829,#
copped,4.736,#
coppered,0.000,#
copperheads,3.555,#
coppering,0.000,#
coppers,4.407,#
coppersmiths,0.693,#
coppery,3.664,#
coppice,0.693,#
coppices,0.000,#
copping,4.605,#
copra,2.773,#
copse,2.890,#
copses,0.000,#
Copt,3.332,#
Coptic,5.366,#
Copts,4.605,#
copula,2.833,#
copulas,0.000,#
copulated,2.773,#
copulates,2.303,#
copulating,4.605,#
copulative,2.485,#
copulatives,0.000,#
copyboy,2.773,#
copyboys,0.000,#
copycats,4.357,#
copydesk,0.000,#
copydesks,0.000,#
copygirl,0.000,#
copygirls,0.000,#
copyhold,0.000,#
copyholder,0.000,#
copyholders,0.000,#
copyholds,0.000,#
copyist,4.407,#
copyists,3.807,#
copyrighted,8.587,#
copyrighting,5.024,#
copywriters,3.367,#
coquetries,0.000,#
coquette,3.401,#
coquettes,0.000,#
coquettish,2.303,#
coquettishly,2.485,#
cor,7.340,#
coracle,1.099,#
coracles,0.000,#
corals,6.269,#
CORAULT,0.000,#
corbel,0.000,#
corbels,0.000,#
CORBIN,6.854,#
CORCORAN,5.338,#
cordage,3.892,#
CORDER,3.664,#
cordialities,0.000,#
cordially,7.172,#
cordials,2.485,#
CORDIER'S,0.000,#
cording,4.043,#
cordite,3.367,#
cordon,4.860,#
cordons,2.079,#
cored,4.663,#
coreligionist,1.609,#
coreligionists,2.079,#
CORELLI,4.543,#
corers,0.000,#
corespondents,1.609,#
corgi,6.151,#
corgis,3.951,#
corianders,0.000,#
coring,2.398,#
CORIOLANUS,2.079,#
corkage,3.296,#
corking,2.996,#
corkscrews,3.951,#
corm,3.045,#
cormorants,2.485,#
corms,3.584,#
corncobs,1.792,#
corncrake,0.693,#
corncrakes,0.000,#
CORNE,4.094,#
corneal,4.949,#
corneas,3.871,#
corned,4.543,#
CORNEILUS,1.609,#
cornelian,0.000,#
cornelians,0.000,#
cornerstones,5.075,#
cornets,2.639,#
cornfields,4.205,#
cornflowers,1.792,#
cornice,3.367,#
cornices,2.708,#
cornier,1.946,#
cornpone,2.565,#
cornucopias,0.693,#
Cornwall,6.657,#
corolla,6.460,#
corollas,3.332,#
coronae,3.091,#
coronas,3.258,#
coronations,1.946,#
coroners,3.638,#
coronets,3.135,#
corpora,5.635,#
corporals,2.708,#
corporately,3.664,#
CORPOREALITY,2.485,#
corporeally,0.000,#
CORPORIS,1.099,#
CORPSMAN,3.332,#
corpulency,0.000,#
corpuscle,2.565,#
corpuscles,3.045,#
CORPUSCULAR,3.584,#
corpuses,1.386,#
corralled,3.555,#
corrals,2.890,#
correcting,7.712,#
correctitude,1.946,#
correctively,0.000,#
correctives,2.197,#
corrects,6.488,#
CORREGGIO,2.708,#
correlates,6.066,#
correlatives,1.099,#
correspondences,5.881,#
CORRETTE,2.485,#
corrie,4.585,#
corries,3.526,#
corrigenda,1.609,#
corrigendum,3.332,#
corroborates,4.431,#
corroborative,4.635,#
corroborators,0.000,#
corroboree,1.099,#
corroded,5.694,#
corrodes,4.043,#
corrosively,0.693,#
corrosiveness,2.833,#
corrosives,3.135,#
corrugates,0.000,#
corrugating,0.000,#
corrugation,1.099,#
corruptibility,0.000,#
corruptly,2.890,#
corruptness,2.303,#
corsages,2.944,#
corsair,5.628,#
corsairs,4.533,#
corse,5.204,#
corselet,3.178,#
corselets,0.000,#
corses,2.565,#
corseted,2.773,#
corsets,5.808,#
CORSI,4.852,#
CORSIA,0.693,#
CORSO,5.421,#
corteges,0.000,#
cortices,1.609,#
CORTICOSTEROIDS,4.898,#
CORTICOTROPIN,1.099,#
CORTLANDT,3.871,#
