Word,Log_Freq_HAL,I_Mean_RT
grandma's,5.67,694.676
grandmother,3.1517,731.364
grandmothers,1.4914,781.061
grandmother's,6.098,803.0
grandnephew,0.4771,1036.148
grandniece,0.4771,1185.294
grandpa,6.751,664.5
grandparent,1.1461,715.438
grandparents,2.3324,724.97
grands,0.4771,665.276
grandson,2.6107,697.576
grandsons,1.3617,742.161
grandstand,1.5051,822.172
granduncle,2.197,1028.667
grange,5.749,972.385
granite,1.9138,752.839
granite's,0.0,979.966
granny,6.37,759.636
granny's,3.85,711.094
grant,10.013,608.657
granted,2.8439,628.914
granting,1.7404,733.581
grants,1.9823,680.781
Grant's,6.561,706.633
granular,0.4771,814.389
granulate,0.0,886.625
granule,0.4771,838.5
granules,0.4771,840.824
grape,2.3118,592.576
grapefruit,2.1038,721.706
grapes,2.3054,590.735
grapevine,1.6812,747.444
grapevines,0.6021,736.029
graph,1.5911,674.364
graphed,4.804,843.552
graphic,2.0792,664.471
graphical,0.4771,727.625
graphically,0.8451,747.0
graphite,1.3424,738.964
graphs,1.2304,655.324
grapple,1.1139,773.35
grappled,0.6021,806.115
grappling,1.4771,713.296
grasp,2.3692,781.848
grasped,1.3222,768.515
grasping,1.5911,663.531
grass,2.9330,563.235
grassed,0.4771,721.621
grasses,1.1461,679.909
grassfire,1.792,929.0
grasshopper,1.6812,771.152
grasshoppers,1.5911,708.212
grassland,0.7782,700.065
grasslands,0.7782,660.882
grassroots,1.2041,800.133
grassy,1.5185,763.0
grate,1.7243,689.688
grated,0.9542,760.562
grateful,3.1323,574.303
gratefully,1.2304,767.179
grater,0.9031,853.312
gratification,1.6335,777.382
gratified,1.2041,828.312
gratify,0.9542,725.097
gratifying,1.7482,742.455
gratifyingly,1.609,1026.0
grating,1.2304,747.621
gratingly,1.386,901.842
gratings,3.526,897.143
gratis,1.2788,920.133
gratitude,2.5977,680.515
gratuitous,1.2788,895.654
gratuity,1.2304,835.885
grave,3.1274,632.471
gravel,1.8692,651.455
gravely,5.886,726.867
graven,0.8451,768.476
graver,0.9542,756.909
graves,2.4843,639.212
gravest,1.2304,806.696
gravestone,1.2553,709.636
graveyard,2.4362,746.697
graveyards,1.3617,720.419
gravitation,6.471,868.097
gravitational,1.7634,986.852
gravity,2.5465,639.676
gravy,2.4314,720.353
gray,3.0326,567.676
graybeard,1.792,890.185
graybeards,0.0,1012.28
grayed,0.4771,833.609
grayer,0.4771,898.375
graying,0.4771,822.593
graze,1.6021,672.103
grazed,1.6721,738.345
grazing,1.7709,699.758
grease,2.5502,625.242
greased,6.609,659.97
greasepaint,0.9031,1136.75
greaseproof,2.639,1101.292
greaser,1.3424,776.065
greases,3.989,820.273
greasy,2.3010,585.394
great,4.6219,598.469
greater,2.9138,619.031
greatest,3.3918,628.118
greatly,2.3385,676.882
greatness,2.3304,829.531
Grecian,1.2788,813.375
Greece,2.3541,619.25
Greece's,6.551,752.724
greed,2.3909,679.939
greedily,0.4771,740.625
greedy,2.5302,784.742
Greek,2.7627,627.636
Greeks,2.1703,623.294
green,3.5678,623.471
greenback,4.554,732.515
greenery,0.9031,806.345
greenest,1.0000,827.238
greengrocer,1.0000,1044.2
greenhorn,1.2553,850.607
greenhouse,2.0531,615.088
greenhouses,0.6990,748.75
greening,4.745,807.08
greenish,0.9542,701.839
Greenland,1.6435,708.471
greenleaf,5.468,747.821
greenly,3.178,854.889
greenness,0.4771,863.789
greenroom,0.4771,747.839
greens,2.0414,625.371
green's,5.649,674.312
Greenwich,1.9294,798.909
greet,2.4298,700.792
greeted,1.7924,654.419
greeting,2.2175,585.656
greetings,8.996,619.485
greets,1.3617,738.483
Greg,10.115,622.424
gregarious,0.4771,861.526
Gregorian,0.6021,947.429
Gregory,2.4425,789.97
Gregory's,4.533,662.424
Greg's,6.271,635.324
gremlin,1.0792,807.269
Grenada,1.4771,835.0
grenade,2.3729,877.667
grenades,2.1239,809.083
grenadier,5.187,1126.909
grenadine,1.0414,877.389
Gretchen,6.392,859.844
grew,3.1744,663.067
grey,9.448,742.968
greybeard,3.178,968.077
greyhound,7.398,761.057
greying,4.304,695.741
grey's,4.771,860.75
grid,2.4518,656.839
griddle,1.2788,731.478
gridiron,0.6021,963.308
grief,2.7427,611.147
grievance,1.6721,662.909
grievances,1.6021,765.862
grieve,2.0531,694.273
grieving,2.1461,774.562
grievous,1.7324,805.37
griffin,7.932,809.68
griffin's,3.761,1047.905
griffon,0.4771,985.75
grill,2.3579,600.121
grille,1.2788,868.846
grilled,2.0607,626.97
grillework,0.0,936.429
grim,2.3892,671.576
grimace,1.2553,731.25
grimaced,5.236,775.654
grime,1.3424,833.36
grimed,1.386,848.773
grimly,0.9031,769.133
Grimm,1.8261,822.125
grimmer,3.296,852.263
Grimm's,4.111,715.615
grimness,3.045,814.708
grimy,1.4314,721.25
grin,2.1430,656.303
grind,2.2810,601.645
grinder,1.8195,676.833
grinders,0.6021,837.852
grinding,2.0294,666.455
grindings,1.386,807.375
grinds,1.2788,715.143
grindstone,1.3802,816.065
gringo,1.9731,769.0
grinned,1.1139,825.0
grinning,1.8751,717.438
grins,1.1461,674.367
grip,2.6946,662.333
gripe,1.6128,661.172
gripes,1.1461,677.233
gripped,1.3010,704.286
gripping,1.4314,775.969
grips,1.7993,649.969
grisly,1.6721,882.556
grist,0.7782,770.6
gristle,1.0792,832.833
gristly,0.4771,898.222
gristmill,0.4771,791.286
grit,1.6902,740.448
grits,1.9138,717.308
gritty,1.3802,781.677
grizzled,0.7782,681.7
grizzly,1.9823,709.294
groan,1.6812,632.667
groaned,1.1139,852.786
groaning,2.2765,768.0
groat,0.6021,673.667
grocer,1.5563,768.161
groceries,2.4800,735.765
grocers,0.9031,760.741
grocer's,3.219,849.062
grocery,2.4487,666.314
groggy,1.6721,736.679
groin,1.9685,773.75
groom,2.6021,718.839
groomed,1.4771,647.324
grooming,1.8129,716.419
grooms,1.3222,653.719
groomsmen,1.0792,928.643
groove,2.3284,601.677
grooved,0.6021,686.906
grooves,1.3424,705.806
groovy,2.2878,643.03
grope,1.5051,752.846
groped,1.3222,761.417
groping,1.6628,802.259
gross,2.8921,563.727
grossly,1.4624,778.645
grotesque,1.9085,812.517
grotesquely,1.1139,916.792
grotesques,2.485,784.222
grotto,1.5441,678.533
grottoes,0.6021,1073.2
grouch,1.3979,845.407
grouchy,1.6532,645.562
ground,3.5678,547.156
grounded,2.5999,692.818
grounder,0.6021,741.452
groundhog,1.8865,778.312
grounding,1.4624,686.594
groundless,1.1139,684.118
grounds,2.7275,628.545
groundsman,1.792,873.033
groundwork,1.3802,761.871
group,3.5755,592.312
grouped,0.9031,728.562
groupie,1.8388,790.214
grouping,1.3222,693.31
groupings,0.6021,850.182
groups,2.6739,582.629
group's,7.975,607.727
grouse,1.3802,772.857
grove,8.269,695.517
grovel,1.7924,771.308
grovelike,0.0,918.429
groveling,1.5798,873.964
groves,1.7853,809.094
grow,3.4822,586.794
grower,1.0414,875.185
growers,1.1139,709.875
growing,3.1841,632.182
growl,1.7076,603.355
growled,0.8451,739.71
growling,2.3636,711.529
grown,3.1059,655.581
grownups,1.8976,731.059
grows,2.6857,577.5
growth,2.5185,572.062
growths,0.8451,686.719
grub,2.1461,706.828
grubby,1.4771,835.458
grubs,1.3802,803.808
grudge,2.3560,654.188
grudges,1.5441,772.138
grudgingly,5.771,974.208
gruel,1.3802,687.966
gruesome,2.0212,742.394
gruff,5.328,784.053
grumble,1.0000,814.2
grumbled,0.4771,672.419
grumbling,1.1461,787.355
grumpy,2.0828,689.485
grunt,2.0569,808.129
grunted,0.9542,857.829
grunting,2.4150,695.76
Guam,1.6435,771.75
guano,1.3222,664.4
guarantee,3.0508,734.706
guaranteed,2.5315,722.938
guarantees,2.0492,735.107
guaranty,6.019,990.3
guard,3.4726,606.276
guarded,2.2253,741.088
guardedness,1.099,927.905
guardhouse,1.5682,786.667
guardian,2.5551,671.394
guardians,1.8388,703.969
guardianship,1.4150,945.531
guarding,2.2788,708.281
guardrail,1.1761,964.75
guardroom,1.0414,971.0
guards,3.0927,638.441
guard's,5.088,663.545
guardsman,0.9542,810.839
Guatemala,1.8751,811.444
Guatemalan,1.1761,1145.474
guava,1.1461,799.737
gubernatorial,0.4771,1046.667
guerilla,1.5441,783.296
guerrilla,1.7482,767.148
guerrillas,1.8513,824.452
guess,4.3646,597.625
guessed,2.5798,686.333
guesses,1.8751,787.219
guessing,2.7380,617.294
guesstimate,0.6990,1051.667
guesswork,1.3617,764.903
guest,3.3092,630.257
guesthouse,1.5911,799.531
guestroom,0.6990,789.138
guests,3.1179,627.781
guffaw,0.6021,916.364
guffaws,0.9542,939.714
Guggenheim,4.868,1036.25
guidance,2.5763,722.212
guide,2.9595,601.324
guidebook,1.5563,783.848
guided,2.0294,633.75
guidelines,1.9395,729.625
guideposts,3.296,862.179
guides,1.9638,646.625
guide's,4.718,609.971
guiding,2.0294,783.259
guild,8.202,789.556
guilder,5.011,824.579
guildhall,3.466,1024.143
guile,1.7243,778.85
guileless,0.6021,907.267
guillotine,1.6335,1007.45
guilt,2.8814,607.853
guiltiness,1.099,930.967
guiltless,0.9031,780.129
guilty,3.5022,584.206
Guinea,7.492,803.655
Guinness,1.7634,846.258
guise,1.4624,665.167
guises,0.6021,737.0
guitar,2.9009,644.452
guitarist,1.5682,743.0
guitars,1.7853,666.419
gulch,5.024,716.765
gulf,8.771,723.25
gulf's,3.367,786.333
gull,1.7559,696.833
gulled,1.792,666.062
gullet,1.3979,811.3
gullibility,0.6990,961.875
gullible,1.8129,749.345
gullies,0.6021,921.292
gulling,1.609,625.143
Gulliver's,5.094,819.0
gully,1.6812,863.667
gulp,1.7076,675.656
gulped,0.4771,676.407
gulps,1.1461,767.69
gum,2.8351,626.065
gumbo,1.6628,835.194
gumdrop,0.9542,860.286
gumming,0.9031,999.562
gummy,4.86,794.346
gumption,1.3979,843.615
gums,1.9868,659.103
gumshoe,1.2788,947.25
gun,4.0364,578.406
gunbarrel,2.996,818.435
gunboat,5.835,787.25
gunfighter,1.8633,768.821
gunfights,0.9031,791.939
gunfire,2.4265,663.758
gunflint,1.792,976.545
gunk,1.3979,796.5
gunman,2.0294,706.643
gunmen,1.8129,770.379
gunmetal,0.4771,1093.722
gunner,6.385,872.88
gunners,1.3010,657.19
gunnery,1.6628,875.467
gunning,1.8062,855.72
gunny,3.664,755.857
gunnysack,0.7782,836.053
gunplay,1.3424,837.633
gunpoint,1.7634,805.065
gunpowder,1.9345,846.469
gunroom,0.6021,778.5
gunrunner,0.8451,964.571
guns,3.4904,568.706
gun's,5.273,642.912
gunshot,2.7168,629.281
gunslinger,1.3424,981.967
gunsmith,1.2041,829.241
Gunther,2.3424,864.0
gunwale,0.4771,951.6
guppy,1.2788,1056.857
gurgle,1.1139,809.621
guru,1.8976,900.591
Gus,8.508,804.407
gush,1.5682,755.5
gushed,0.6990,817.586
gusher,1.3222,724.375
gushy,0.9031,757.032
gussets,3.611,864.429
gust,1.3979,704.207
gustatory,2.773,1092.875
gusto,1.6721,787.263
gusts,1.0792,714.583
gusty,0.7782,712.938
gut,2.6972,679.677
Guthrie,6.891,957.4
Guthrie's,3.526,1064.5
gutless,1.7324,833.815
guts,3.0835,616.848
gutsy,1.5441,772.607
gutted,1.6902,833.6
gutter,2.4281,783.828
guttered,1.946,804.038
gutters,1.7853,716.5
guttersnipe,0.9031,1325.857
guttural,0.9542,786.625
guy,4.5899,587.706
Guyana,0.9031,919.476
guys,4.5078,608.818
guy's,8.037,663.857
guzzle,1.1139,835.481
guzzled,0.7782,728.0
guzzler,4.543,748.952
Gwen,6.721,732.8
gym,2.9675,678.906
gymnasium,1.8573,838.962
gymnast,1.4914,787.214
gymnastic,0.6021,733.97
gymnastics,1.8976,731.242
gymnasts,1.0414,967.75
gyms,0.9542,683.758
gynecological,4.344,984.0
gynecologist,1.8633,970.8
gynecologists,0.9031,1079.296
gyp,1.5051,1013.0
gypsies,2.0864,689.273
gypsum,1.1461,737.5
gypsy,7.588,813.906
gyrate,0.6990,984.538
gyration,3.296,1091.7
gyrations,0.6021,1125.909
gyro,1.2304,719.852
gyros,0.9031,731.038
gyroscope,1.0000,1008.0
gyroscopes,3.807,902.368
haberdasheries,0.0,1252.923
haberdashery,0.9031,1351.125
habilitate,0.0,988.133
habit,2.8686,636.562
habitable,1.0414,906.5
habitants,4.19,810.871
habitat,2.0607,710.382
habitation,1.0792,854.848
habits,2.4955,623.647
habitual,1.4314,746.5
habituate,0.6021,826.517
hacienda,1.5185,888.133
hack,2.6405,671.484
hacked,2.3345,607.9
hackers,1.7782,731.781
hacking,1.9345,697.829
hackles,0.6021,679.917
hackney,0.4771,765.812
hacksaw,1.3802,840.52
hackwork,1.946,964.176
had,4.9318,645.212
haddock,1.0792,814.312
Hades,1.9191,788.789
hadn't,9.6,724.367
hag,1.9638,696.467
haggard,6.225,683.393
haggardly,0.0,891.455
haggle,1.5798,680.96
haggling,1.3617,853.667
haha,6.881,774.4
haiku,1.3979,766.565
hail,8.079,652.688
hailed,1.6435,677.656
hails,1.3617,639.321
hailstone,0.4771,938.69
hailstorm,1.0414,721.833
hair,3.8939,530.848
hairbreadth,1.946,936.25
hairbrush,1.5798,659.394
haircloth,0.0,870.656
haircut,2.6335,647.788
haircuts,1.7243,677.938
hairdo,1.8261,853.643
hairdos,0.8451,800.208
hairdresser,2.1038,783.75
hairier,1.0792,1020.273
hairless,1.4914,771.188
hairline,1.7993,720.656
hairnet,1.1139,726.517
hairpiece,1.3010,757.133
hairpin,1.2788,818.387
hairs,2.4249,586.194
hairspring,0.0,1041.5
hairstyle,1.5563,687.355
hairstylist,0.9031,832.636
hairy,2.5092,611.788
Haiti,1.9031,764.812
Haitian,1.7160,921.964
Hal,8.562,661.15
hale,7.54,643.4
Hale's,3.829,748.643
half,4.0068,548.406
halfback,1.4472,667.938
halfbacks,0.4771,701.645
halfhearted,2.773,819.636
halfpence,0.0,825.52
halfpenny,0.6021,890.154
halftime,1.8388,620.312
halftone,5.226,883.444
halfway,2.8319,608.235
halfways,1.609,737.971
halibut,1.4314,779.182
halitosis,1.1461,920.0
hall,3.4232,597.909
hallelujah,5.765,893.692
hallelujahs,0.7782,1042.667
hallmark,7.089,664.562
hallmarks,0.9031,649.636
hallow,4.22,679.562
hallowed,2.0719,807.968
Halloween,2.8235,621.364
halls,2.3118,632.147
hall's,5.533,725.697
hallucinate,1.2041,913.394
hallucinating,1.9956,948.188
hallucination,1.9638,767.531
hallucinations,2.0792,853.935
hallucinogenic,1.2553,1194.038
hallway,2.6884,741.781
hallways,1.6435,655.758
halo,1.9191,747.194
halogens,4.159,812.241
halos,0.7782,753.8
Hal's,4.97,704.207
halt,8.301,601.594
halted,1.2788,642.484
halter,1.4314,698.29
halting,0.9031,762.0
haltingly,0.4771,874.0
halts,6.047,734.586
halve,0.9031,845.5
halves,1.7559,735.471
ham,2.7723,632.424
hamburger,2.5999,661.629
hamburgers,2.0719,753.156
Hamilton,2.5752,757.706
Hamiltonian,4.663,1248.167
Hamiltonians,3.135,1069.444
Hamilton's,4.984,805.206
hamlet,7.169,675.818
hammer,2.8041,618.0
hammered,1.9823,710.806
hammerless,2.708,1049.31
hammock,1.8573,699.606
hamper,1.8633,720.25
hampered,0.9031,814.069
hampers,4.043,806.242
Hampshire,2.0755,785.714
hams,1.4771,593.467
hamster,2.0414,747.909
hamstring,1.0414,802.969
Hancock,7.058,772.154
hand,4.1542,598.394
handbag,2.1303,623.794
handball,1.4624,664.242
handbarrow,0.0,952.842
handbill,1.0414,745.786
handbook,1.7243,614.588
handbooks,0.4771,664.032
handbrake,1.0000,842.645
handcart,0.6990,899.677
handclap,0.8451,950.7
handclasp,0.6021,1017.32
handcuff,1.7243,673.424
handcuffs,2.4216,777.618
handed,2.6758,672.061
handful,2.4654,718.281
handfuls,1.0414,685.0
handgun,1.8261,803.812
handguns,1.3222,748.059
handhold,0.6021,744.029
handicap,2.1461,694.219
handicapped,2.1367,646.759
handicaps,1.0414,661.656
handicraft,3.951,805.037
handicrafts,0.8451,914.929
handier,0.4771,916.36
handiest,0.4771,815.433
handing,2.3784,756.515
handiwork,1.5911,984.0
handkerchief,2.3324,818.357
handkerchiefs,1.4472,929.5
handle,3.7427,593.727
handlebar,1.0414,885.862
handlebars,1.4314,813.0
handled,2.8149,638.656
handler,2.1492,717.647
handlers,1.5682,632.516
handles,2.3522,715.241
handless,2.944,693.25
handling,2.7634,680.118
handloom,0.693,876.611
handmade,1.6721,746.971
handmaid,2.773,851.185
handmaiden,1.0414,906.32
handout,1.6435,623.656
handpick,0.7782,784.968
handrail,0.8451,892.269
hands,4.0815,549.242
handsaw,0.7782,798.433
handshake,2.1931,673.559
handsome,3.2266,633.774
handsomely,1.5798,1019.1
handsomer,1.3010,877.0
handsomest,1.5911,872.905
handstand,0.9031,828.303
handstands,0.6021,915.419
handwriting,2.4800,811.909
handy,2.7952,584.375
handyman,1.9731,794.844
handymen,0.7782,802.467
hang,3.8771,602.581
hangar,2.2405,703.071
hangars,1.1461,730.385
hanged,2.4200,688.212
hanger,1.8451,648.903
hangers,1.6902,690.188
hanging,3.4371,609.5
hangman,1.8261,765.812
hangman's,4.043,814.516
hangnail,1.2041,845.355
hangout,1.5911,684.062
hangouts,1.0792,689.441
hangover,2.3010,616.545
hangovers,1.3010,733.742
hangs,2.5145,632.419
hangup,6.495,820.581
Hank,3.1113,654.719
hankered,0.4771,881.13
hankering,1.5315,772.593
hanky,1.6335,847.077
Hannah,7.436,718.156
Hannibal,6.096,795.645
Hanover,1.4914,834.792
Hanukkah,1.7924,815.531
haphazard,1.0414,841.9
haphazardly,4.927,952.458
hapless,1.3222,873.952
happen,4.1129,638.758
happened,4.3979,605.571
happening,3.6645,717.029
happenings,1.3222,797.121
happens,3.8449,610.531
happenstance,0.9542,953.0
happier,2.8048,643.156
happiest,2.5172,717.529
happily,2.7177,668.097
happiness,3.0969,620.062
happy,4.2303,536.273
harangue,0.6990,649.857
harangued,0.6021,719.727
haranguing,4.654,778.143
harass,1.8388,744.724
harassed,1.9191,651.065
harassing,2.1367,759.781
harbinger,6.342,1007.214
harbor,8.294,665.667
harbored,1.2788,828.914
harboring,1.7076,855.0
harbors,1.4314,666.968
harbor's,2.833,745.968
hard,4.1959,582.188
hardboard,2.833,809.069
hardboiled,0.6021,944.464
hardbound,5.727,886.793
hardcover,0.9542,744.455
harden,1.4624,719.219
hardened,1.7709,733.387
harder,3.1889,647.688
hardest,2.5353,650.382
hardheaded,1.3979,813.438
hardly,3.4173,641.406
hardness,1.1461,600.438
hard's,2.565,724.381
hardscrabble,0.4771,1123.3
hardshell,5.124,716.706
hardship,1.8921,874.706
hardships,1.5911,680.032
hardtack,1.1139,844.238
hardtop,1.2788,773.75
hardware,2.5428,681.879
hardwood,1.5315,661.438
hardwoods,5.112,929.194
hardworking,1.8921,735.242
hardy,8.081,652.581
hare,7.574,712.308
harebrained,1.3802,1003.8
harelip,0.9542,822.1
harelips,1.386,1029.636
harem,1.6628,767.875
hark,6.479,750.955
Harlem,2.3617,679.697
Harlem's,2.303,697.094
harlequin,6.519,860.826
Harley's,4.771,781.794
harlot,1.6128,716.952
harm,3.2101,593.273
harmed,2.0934,633.062
harmful,1.8261,635.406
harmless,2.6454,627.471
harmlessly,0.6990,692.125
harmonic,1.0792,769.697
harmonica,1.9542,848.969
harmonies,1.1761,772.091
harmonious,1.3222,884.355
harmoniously,0.9031,958.241
harmonization,4.407,864.556
harmonize,0.7782,719.594
harmony,8.41,604.875
harmony's,2.398,732.091
harness,2.1271,715.857
harnessed,1.3802,740.758
harnesses,1.0414,854.741
harnessing,1.0414,785.839
harp,2.1303,631.061
harper,8.327,689.966
harpers,5.645,814.0
Harper's,5.981,821.03
harping,1.5682,681.607
harpist,0.4771,879.5
harpoon,1.6532,709.036
harpsichord,1.0792,1026.133
harpsichordist,3.091,1193.286
harpy,1.5441,742.182
harrassment,6.791,810.636
harried,0.8451,725.158
Harriet,2.5670,686.893
Harriet's,2.944,790.031
harrow,5.209,655.65
harrowed,1.946,733.286
harrowing,1.4472,739.905
harrows,0.4771,828.353
harry,9.408,753.548
Harry's,5.911,614.324
harsh,2.5599,625.455
harshened,0.0,865.824
harsher,0.7782,786.0
harshly,1.5185,660.03
harshness,0.9031,710.424
Hartford,2.2014,790.9
Harvard,2.8573,674.571
Harvard's,5.513,772.788
harvest,2.2923,622.912
harvested,1.4624,649.121
harvester,5.938,906.172
harvesting,1.5051,763.091
harvests,1.1461,805.939
has,4.7622,639.471
hash,2.2577,686.333
hashish,1.3802,1082.941
hasn't,10.001,649.219
hassle,2.1271,666.818
hassock,0.0,748.889
hast,1.8388,720.217
haste,2.0294,588.382
hasten,1.5798,790.966
hastened,0.7782,699.839
hastening,0.9031,793.969
hastily,1.5911,726.094
Hastings,2.3444,849.643
hasty,2.2553,660.935
hat,3.5151,577.061
hatband,2.996,851.286
hatch,2.8162,611.719
hatchback,0.9542,691.742
hatched,1.8573,694.438
hatchery,0.9031,760.857
hatchet,2.0043,829.182
hatching,1.4150,657.394
hatchway,0.6990,799.214
hate,4.0392,524.324
hated,3.1584,659.588
hateful,2.0128,685.273
hates,3.1186,589.483
hath,2.4031,809.833
hating,2.3674,794.0
hatless,0.4771,905.16
hatpin,0.9031,999.947
hatred,2.4425,695.531
hats,2.6964,630.588
hatter,1.3802,862.062
hatters,4.431,853.357
haughtily,3.497,834.923
haughtiness,3.219,1040.481
haughty,1.3424,724.13
haul,2.5587,707.355
hauled,1.8633,709.062
hauling,2.0414,764.258
hauls,1.3802,804.774
haunch,0.6990,719.375
haunches,0.6021,863.955
haunt,2.2625,637.303
haunted,2.5798,640.212
haunting,2.0453,659.618
haunts,1.7993,696.483
Havana,2.2788,740.677
have,5.4973,592.879
haven,4.2752,823.2
havens,6.109,803.143
haven't,11.392,799.6
having,4.1689,664.367
havoc,1.8451,793.407
haw,6.323,722.105
Hawaii,2.7860,720.29
Hawaiian,2.2227,759.774
hawing,0.8451,1230.8
hawk,8.188,577.235
hawked,0.6990,645.067
hawker,4.949,765.714
hawkers,0.9031,822.04
hawks,7.168,621.606
hay,2.5132,631.719
Haydn,1.1461,1173.0
Haydn's,4.394,1051.2
Hayes,2.4669,693.806
hayfork,1.792,978.045
haystack,1.8513,822.71
haystacks,0.9031,753.0
haywire,1.8129,783.935
hazard,2.2967,591.387
hazardous,1.9777,770.645
hazards,1.5185,681.97
haze,1.8921,569.0
hazel,7.253,650.032
hazelnuts,0.4771,806.088
hazes,2.197,676.5
hazy,1.6232,640.367
he,5.5905,601.156
head,4.2776,523.882
headache,2.8573,662.03
headaches,2.4346,662.219
headband,1.3424,630.886
headboard,1.2041,722.765
headcheese,3.296,948.423
headdress,1.2041,965.893
headed,3.1962,656.879
header,1.4150,679.719
headfirst,1.2304,818.882
headgear,1.2304,825.281
headhunter,1.0000,771.121
heading,3.2325,617.629
headings,0.6990,679.188
headlamp,4.277,905.5
headland,0.8451,971.786
headlands,0.4771,909.9
headless,1.8325,787.059
headlight,1.5798,663.03
headlights,1.9868,673.909
headline,2.1239,649.0
headlines,2.3324,763.212
headlining,1.2304,921.581
headlong,1.3222,809.533
headman,1.2041,681.0
headmaster,2.0531,703.091
headmistress,1.2304,985.0
headphones,1.9085,791.706
headpiece,1.2304,765.559
headquarter,1.3979,750.941
headquarters,2.9243,777.382
headrest,0.8451,808.038
headroom,0.6021,827.552
heads,3.3381,561.312
headset,1.6335,689.257
headstand,0.6021,698.235
headstands,0.6021,809.333
headstone,1.7160,731.848
headstones,1.0792,807.303
headstrong,1.6721,732.242
headwaters,0.9542,917.964
headway,1.5315,742.774
headwind,0.8451,831.034
heady,1.3222,719.571
heal,2.7627,639.452
healed,2.3444,644.824
healer,1.9294,559.909
healing,2.5145,620.839
health,3.3128,551.485
healthful,1.0414,733.065
healthier,1.8129,731.037
healthiest,1.3979,856.25
healthily,3.638,856.28
healthy,3.1014,592.812
heap,2.3979,649.156
heaped,1.1461,764.036
heaps,1.4314,689.969
hear,4.4522,581.065
heard,4.2961,595.727
hearer,0.4771,749.591
hearers,4.248,793.667
hearing,3.3583,661.824
hearings,1.8513,676.344
hearken,4.19,910.133
hears,2.6730,608.125
hearsay,1.8976,789.778
hearse,1.9138,805.217
heart,4.0953,575.406
heartache,1.8751,774.067
heartbeat,2.4548,653.032
heartbreak,2.0531,697.6
heartbreaking,1.7924,839.818
heartbroken,1.9731,826.8
heartburn,1.5911,709.226
hearten,0.693,811.407
heartening,0.4771,866.515
heartfelt,1.8633,814.788
hearth,1.5441,732.828
hearthrug,0.0,849.75
heartiest,0.6990,892.692
heartily,1.6021,865.828
heartless,2.2553,658.606
heartrending,0.4771,1219.786
hearts,3.0693,562.455
heart's,6.654,677.559
heartsick,1.1761,938.71
heartstrings,1.1761,1025.5
heartthrob,1.3010,860.581
heartwarming,1.3010,927.147
hearty,2.0000,752.697
heat,3.3107,564.706
heated,2.1239,609.912
heatedly,4.174,823.821
heater,2.1461,640.606
heaters,1.5185,797.9
heathen,1.9138,735.296
heathendom,0.0,848.333
heathenish,2.303,1104.1
heather,8.49,609.969
heating,2.1399,578.625
heat's,2.996,698.531
heatstroke,0.9542,929.5
heatwave,5.017,762.909
heave,5.697,708.346
heaved,1.0414,767.382
heaven,3.4606,613.088
heavenly,2.4518,676.912
heavens,2.8312,642.167
heaven's,7.638,626.161
heavensent,0.0,1180.905
heavenward,2.89,938.55
heavenwards,1.386,1079.5
heaves,0.8451,804.259
heavier,2.0719,646.656
heaviest,1.5563,716.818
heavily,2.4955,697.844
heaviness,1.0792,705.933
heaving,1.5051,752.0
heavy,3.3826,566.576
heavyhearted,0.0,1042.677
heavyweight,2.2529,784.968
Hebraic,0.4771,943.5
Hebrew,2.1875,605.657
Hebrews,1.4150,653.152
heck,2.9666,714.033
heckle,1.2304,803.067
hectare,0.4771,885.25
hectic,1.9777,832.552
Hector,2.7356,731.586
Hector's,3.045,725.226
he'd,9.657,837.04
hedge,1.9031,677.367
hedged,0.6990,765.226
hedgehog,1.2041,847.724
hedgerow,0.6021,970.462
hedges,1.8573,758.75
hedonism,0.7782,779.261
hedonist,0.4771,834.952
hedonistic,0.7782,810.667
heed,1.9685,659.2
heeded,1.0000,788.826
heedless,0.6021,790.708
heehaw,1.099,900.273
heel,2.5775,582.9
heels,2.7084,596.688
hefted,0.4771,936.667
hefty,1.7993,747.548
Heidelberg,6.756,977.227
heifer,1.7924,837.556
height,2.6785,624.618
heighten,1.0000,720.625
heightened,1.6435,762.433
heightening,0.4771,739.806
heights,2.5763,594.206
heinous,1.9191,800.87
heir,2.4265,687.207
heiress,1.7709,702.227
heirloom,1.6435,789.75
heirs,1.6232,688.423
held,3.3357,566.419
Helen,3.2842,646.265
Helena,2.2553,770.484
Helene,5.72,721.846
helicopter,2.9069,739.353
heliocentric,4.942,1039.812
heliport,1.3424,964.941
helium,1.8692,753.086
hell,4.3804,606.147
he'll,9.346,753.31
hellcat,1.2304,843.75
Hellene,2.833,973.5
Hellenic,6.28,945.286
hellfire,1.6021,743.069
hellish,1.6021,808.464
hello,10.637,576.833
Hell's,7.94,843.414
helm,8.509,626.714
helmet,2.6848,726.625
helmets,2.0170,631.839
helmsman,1.4314,1020.889
help,4.6719,601.97
helped,3.3782,627.969
helper,2.0170,620.273
helpers,1.5185,592.094
helpful,2.7924,629.0
helpfully,5.182,641.794
helpfulness,4.595,650.303
helping,3.4131,600.484
helpless,2.7551,663.059
helplessly,1.2304,732.457
helplessness,1.1139,814.688
helpmate,0.7782,1038.286
helpmeet,2.485,1413.667
helps,3.0354,577.219
hem,1.6335,742.286
hematite,0.4771,1139.786
Hemingway,2.1335,820.667
Hemingway's,4.143,852.6
hemisphere,1.8865,694.75
