Word,Log_Freq_HAL,I_Mean_RT
determinations,0.4771,913.697
determinative,3.738,1088.565
determine,2.6325,686.364
determined,2.8274,752.152
determinedly,4.094,969.952
determines,1.6721,713.588
determining,1.7324,883.677
determinism,6.585,904.074
deterministic,0.8451,1065.529
deterrence,0.4771,1012.458
deterrent,1.3617,743.704
detest,1.8692,692.033
detestable,1.0414,973.517
detestation,3.178,888.0
detested,1.0414,728.29
dethrone,0.7782,1021.143
dethronement,0.0,1141.182
detonate,2.0294,892.35
detonated,1.9685,934.966
detonating,1.3424,1022.923
detonation,1.9731,883.0
detonator,2.0864,857.217
detour,2.0334,742.038
detoured,0.6021,874.207
detours,1.1139,686.355
detract,0.9031,774.759
detraction,4.277,779.583
detractor,3.761,899.875
detractors,0.8451,988.464
detrain,2.079,927.077
detribalization,0.0,1330.417
detriment,1.4314,846.364
detrimental,1.3010,875.808
Detroit,2.7316,695.875
Detroit's,4.234,727.097
deuce,2.1673,701.562
Deuteronomy,1.0414,947.238
Deutschmark,3.611,924.385
devaluate,2.89,967.312
devalue,0.7782,890.1
devastate,1.3010,806.452
devastated,2.3345,841.034
devastating,2.1461,775.531
devastatingly,1.0000,992.778
devastation,1.6990,769.515
develop,2.6911,591.219
developed,2.8102,633.727
developer,1.6721,641.379
developers,1.4150,781.943
developing,2.4579,611.697
development,2.7966,699.912
developmental,1.3010,913.355
developments,1.9395,735.906
develops,1.8062,623.686
deviance,0.6021,706.781
deviancy,0.4771,825.923
deviant,1.7404,721.194
deviants,1.1139,776.242
deviate,1.5911,729.0
deviated,1.3617,731.759
deviating,0.6021,940.115
deviation,1.5798,830.875
deviations,0.8451,832.531
device,2.9671,608.094
devices,2.2765,599.515
devil,3.3241,635.242
devilish,1.4314,693.097
devilment,1.386,1019.938
devilry,0.4771,898.267
devils,2.4281,610.97
devil's,7.567,639.788
devious,1.9542,705.448
devise,1.5185,683.618
devised,1.8808,705.812
devisee,1.099,1034.714
devising,1.1761,802.759
devitalize,2.079,879.125
devoid,1.5682,817.077
devolution,6.342,757.583
devote,2.0043,644.645
devoted,2.6128,601.118
devotedly,0.6021,753.111
devotee,0.9031,820.292
devotees,0.9031,858.577
devoting,1.3222,697.029
devotion,2.3263,767.424
devotional,0.4771,862.37
devotions,4.466,724.909
devour,1.7404,808.897
devoured,1.6721,741.222
devout,1.5911,739.28
devoutly,0.9031,788.667
dew,2.0414,699.333
dewdrop,0.9542,781.357
dewdrops,1.0000,758.963
Dewey,6.825,893.516
dewy,1.1139,845.136
Dexedrine,4.564,1073.13
Dexter,2.5276,724.182
dexterity,1.3424,785.742
dexterous,0.7782,920.12
Dexter's,3.714,736.4
dextrous,4.111,887.667
Dharma,1.4771,792.958
diabetes,2.2227,736.75
diabetic,2.0569,705.594
diabolic,0.6990,819.577
diabolical,1.7482,806.241
diachronic,3.135,1167.818
diacritical,5.088,1458.75
diagnosable,3.497,916.138
diagnose,1.7324,688.032
diagnosed,2.1492,755.091
diagnoses,1.2553,849.613
diagnosing,1.0414,971.75
diagnosis,2.3424,721.633
diagnostic,1.8633,748.469
diagnosticians,0.4771,1054.542
diagonal,1.4472,688.5
diagonalizable,0.0,1034.7
diagonally,0.9031,831.871
diagonals,4.942,847.833
diagram,1.8195,682.406
diagrammatic,3.611,1019.455
diagrammed,0.4771,910.048
diagrams,1.3222,865.5
dial,2.6561,573.879
dialect,1.8388,701.517
dialectal,3.045,861.043
dialectic,0.9031,944.929
dialectical,0.6990,834.905
dialectically,1.946,1120.045
dialectician,0.693,1137.5
dialectics,1.0000,944.632
dialects,1.2553,748.938
dialed,1.9294,725.312
dialing,1.8062,583.152
dialogue,2.3201,618.645
dialogues,0.9031,803.576
dials,1.6335,652.031
dialysis,1.8921,887.387
dialyzed,0.6021,902.286
diam,6.959,724.5
diameter,1.7324,684.3
diameters,5.69,802.742
diametric,3.555,850.1
diametrical,1.386,1023.36
diametrically,5.73,1179.217
diamond,3.0228,611.429
diamonds,2.9395,604.636
Diana,2.7619,619.485
Diane,2.8621,648.515
Diane's,5.62,684.594
diaper,2.3404,689.0
diapers,2.4330,711.0
diaphragm,2.0253,740.719
diaphragms,0.4771,856.677
diaries,1.6532,673.303
diarrhea,2.0899,713.765
diarrhoea,1.3010,710.143
diary,2.6618,620.182
diatomic,3.526,938.333
diatoms,0.6990,903.444
diatonic,5.497,917.043
diatribe,1.1761,895.688
dibs,2.0755,725.524
dice,2.7275,610.273
dicey,1.5051,790.077
dichotomy,0.8451,787.96
Dickens,2.0334,788.107
Dickinson,7.089,878.529
Dictaphone,0.8451,1148.583
dictate,1.9542,721.121
dictated,1.6628,809.226
dictates,1.6335,685.667
dictating,1.5798,862.034
dictation,1.6902,888.724
dictator,2.0374,751.219
dictatorial,0.9031,873.69
dictators,1.2788,787.556
dictatorship,1.6812,769.387
diction,1.4150,728.88
dictionaries,1.0000,791.656
dictionary,2.2810,613.0
dictionary's,3.401,848.562
dictum,5.521,886.214
did,5.0770,569.0
didactic,0.4771,869.8
didn't,12.259,643.394
die,4.1245,542.656
died,3.9041,600.933
diehard,6.265,701.929
diehards,4.682,804.038
dies,3.1041,639.676
diesel,2.1335,763.759
diet,2.8949,664.559
dietary,1.2788,681.781
dietetic,0.4771,910.941
dietician,0.6021,973.385
diets,1.4914,593.562
differ,2.0969,722.433
differed,1.0792,846.548
difference,3.6093,617.061
differences,2.4857,637.8
different,4.0289,665.515
differentiable,4.263,1042.103
differential,1.6532,806.152
differentiate,1.2553,990.161
differentiated,0.7782,904.464
differentiating,0.7782,1074.903
differentiation,0.6990,906.933
differently,2.6981,796.882
differing,1.0414,807.29
differs,1.3010,844.29
difficult,3.4870,682.406
difficulties,2.2455,721.312
difficulty,2.4564,706.848
diffident,0.7782,837.455
diffract,1.609,1008.6
diffraction,0.6021,1002.091
diffuse,1.7076,770.484
diffused,1.1139,712.031
diffusely,0.693,1012.536
diffusers,3.689,928.074
diffuses,0.6021,740.061
diffusing,4.419,729.4
diffusion,1.0792,727.594
dig,3.3725,574.355
digest,2.2279,645.6
digested,1.3979,724.545
digestible,0.6990,820.161
digesting,1.0414,718.576
digestion,1.7243,680.613
digestive,1.6628,787.152
digger,5.864,686.2
digging,2.8306,699.419
digit,1.4914,705.765
digital,2.4409,623.548
digitalization,2.079,1034.0
dignified,2.1399,716.406
dignify,1.4914,778.133
dignitaries,1.4472,1087.125
dignitary,0.8451,827.08
dignity,2.7419,740.625
digress,1.1139,842.68
digression,0.6021,788.85
digressions,4.159,878.333
digs,2.1818,728.903
Dijon,5.278,778.222
dike,1.3424,784.633
dilapidate,0.0,885.714
dilapidated,0.9542,996.095
dilapidation,1.792,1011.667
dilatation,0.6990,934.0
dilate,1.1139,709.633
dilated,1.9395,782.655
dilates,0.4771,798.346
dilating,0.7782,873.385
dilation,1.4771,807.32
dilatory,0.4771,909.316
dilemma,2.1271,679.344
dilemmas,0.8451,842.969
dilettante,1.1461,800.857
diligence,1.6021,804.107
diligent,1.6128,684.758
diligently,1.2788,921.31
dill,6.196,772.897
dilute,1.3010,724.345
diluted,1.3617,704.875
diluting,0.9031,812.3
dilution,0.4771,850.391
dim,2.3874,716.781
DiMaggio,5.252,950.762
dime,2.7896,630.647
dimension,2.3747,715.387
dimensional,1.7482,812.6
dimensionally,0.6021,850.103
dimensioning,4.635,1039.875
dimensions,2.0719,702.194
dimes,1.9638,681.8
dimesize,0.0,1077.429
diminish,1.6335,683.853
diminished,1.8062,729.25
diminishes,0.9031,785.938
diminishing,1.3979,788.548
diminuendo,1.792,1229.0
diminution,0.4771,947.8
diminutive,1.3222,955.333
dimly,1.1139,775.844
dimple,1.3010,671.677
dimwit,1.5911,939.842
din,8.236,766.529
dine,2.3424,751.862
dined,1.6628,848.038
diner,2.8014,632.125
dines,1.0000,751.19
dingdong,0.6021,906.655
dinghy,1.5682,912.0
dingle,1.1139,783.167
dingo,5.811,844.318
dingy,1.5051,805.375
dining,2.7774,704.031
dinky,1.7243,681.192
dinner,4.0144,601.559
dinners,2.3784,621.03
dinnertime,1.9638,835.594
dinnerware,0.9031,842.963
dinosaur,2.3096,722.9
dinosaurs,2.1367,601.133
diocesan,0.6021,882.25
diocese,1.6232,1000.643
dioramas,0.8451,881.889
dioxide,1.7243,789.71
dip,2.6096,565.938
diphtheria,1.4771,999.2
diphthong,0.6990,958.364
diploma,2.1139,734.758
diplomacy,1.9138,726.379
diplomat,2.0414,714.938
diplomatic,2.4099,733.353
diplomatist,0.6021,1195.696
diplomats,1.6628,638.29
diplomat's,1.792,730.226
dipole,6.328,734.154
dipoles,5.347,846.5
dipped,1.9777,678.781
dipper,5.464,800.818
dipping,1.8261,641.412
dips,1.5185,625.724
dipstick,1.4150,818.0
dipswitch,3.689,1173.0
dire,2.0531,736.0
direct,3.0888,587.0
directed,2.4900,648.344
directing,2.2430,735.5
direction,3.0896,624.618
directional,1.3010,745.867
directionality,0.8451,1106.0
directionally,8.941,944.231
directions,2.6946,719.618
directive,1.9590,871.879
directives,1.3617,967.571
directivity,3.045,968.0
directly,3.0354,602.182
directness,1.1139,843.438
director,3.2636,641.875
directorate,6.664,1044.538
directors,2.4713,700.848
director's,6.988,736.939
directorship,0.6021,930.7
directory,1.9294,678.5
directs,1.2788,676.03
direful,0.0,822.778
dirge,1.0000,715.2
dirt,3.1176,603.771
dirty,3.5302,582.824
disabilities,1.2041,764.433
disability,2.0086,736.355
disable,1.9031,689.061
disabled,2.2504,763.125
disabling,1.2553,718.727
disabuse,0.6990,833.3
disadvantage,1.7634,829.771
disadvantages,1.2304,807.0
disaffect,0.0,804.12
disaffected,0.9031,955.241
disaffection,4.19,965.64
disaffiliate,0.0,1198.2
disaffiliated,0.0,1187.316
disaffiliation,0.0,1371.278
disagree,2.5302,695.562
disagreeable,1.6990,835.97
disagreed,1.6335,701.765
disagreement,1.8976,786.968
disagreements,1.3979,771.0
disagrees,1.3802,806.471
disallow,6.491,892.125
disallowed,1.1139,881.233
disappear,3.0294,686.6
disappearance,2.3444,789.25
disappeared,3.1673,701.062
disappearing,2.3345,823.25
disappears,2.3674,697.03
disappoint,2.6355,823.5
disappointed,3.0512,673.968
disappointing,2.2455,715.182
disappointment,2.4440,772.594
disappointments,1.5911,867.939
disapprobation,2.079,798.375
disapproval,1.5051,721.029
disapprove,1.7709,785.636
disapproved,0.9031,734.594
disapproves,1.1461,782.97
disapprovingly,0.4771,905.533
disarm,2.0414,845.062
disarmament,1.2041,874.44
disarmed,1.6812,677.657
disarming,1.4314,819.719
disarrange,0.0,812.742
disarranged,0.6021,752.939
disarrangement,0.0,930.344
disarray,1.2553,812.4
disassemble,1.0792,959.5
disassembly,0.6021,833.033
disassociate,0.9031,863.065
disaster,2.9455,634.562
disasters,1.9345,736.031
disastrous,1.9345,780.885
disavow,0.6990,911.455
disavowal,3.258,951.833
disband,1.4472,921.966
disbanded,1.4624,846.7
disbar,0.6990,892.632
disbarment,0.8451,988.45
disbelief,1.4150,703.676
disbelieve,0.9542,789.839
disbelieved,4.078,940.742
disbeliever,0.6990,772.062
disbelieves,2.996,946.25
disbelieving,5.004,798.467
disbursed,4.06,911.714
disbursement,0.6990,1025.526
disbursements,4.466,1010.0
disc,2.1206,589.7
discard,1.7482,647.242
discarded,1.7993,645.824
discern,1.2553,768.438
discernable,0.4771,986.552
discerned,0.4771,795.852
discernible,1.0000,1075.714
discerning,1.4914,793.2
discernment,0.4771,991.964
discharge,2.5159,626.969
discharged,2.3560,745.235
discharges,1.0792,715.824
discharging,1.4150,785.581
disciple,1.7243,693.483
disciples,1.9191,817.75
discipleship,0.4771,1240.077
disciplinarian,1.0414,993.167
disciplinary,1.9191,809.057
discipline,2.6656,709.529
disciplined,1.9494,756.406
disciplines,0.6990,770.719
disciplining,1.1461,919.357
disclaim,0.7782,755.2
disclaimed,5.412,793.441
disclaimer,0.6990,811.576
disclose,1.9494,722.839
disclosed,1.6232,662.529
discloses,0.9031,998.444
disclosure,1.7160,800.333
disclosures,0.6021,792.828
disco,2.4698,641.781
discolored,0.9031,756.824
discolors,2.773,880.548
discomfiture,0.9031,1018.0
discomfort,1.9138,663.147
discompose,0.0,1018.455
discomposure,0.0,1094.381
disconcert,1.609,901.76
disconcerting,1.4472,1078.556
disconcertingly,2.773,1134.583
disconnect,1.9777,702.03
disconnected,2.2041,683.765
disconnection,0.6990,930.0
disconsolate,2.708,1126.75
discontent,1.6721,828.167
discontented,0.8451,901.483
discontentment,2.996,1083.852
discontinuance,4.277,1097.667
discontinue,1.5441,705.576
discontinued,1.5441,812.794
discontinuity,5.67,895.464
discontinuous,5.288,955.281
discord,5.976,796.194
discordance,0.6990,869.393
discordant,1.2304,925.842
discorporate,1.946,922.857
discorporated,0.693,991.2
discount,2.3874,636.938
discounted,0.9031,754.812
discountenance,0.0,1016.955
discounting,0.9031,752.355
discounts,1.3424,638.8
discourage,1.8388,685.531
discouraged,1.9138,752.467
discouragement,0.6990,810.719
discouraging,1.6232,845.088
discourse,1.3222,718.909
discourses,0.6990,841.0
discourteous,1.1139,879.355
discourtesy,0.8451,925.258
discover,2.7889,701.455
discoverable,3.178,842.571
discovered,3.1667,636.647
discoverer,1.0414,923.929
discoveries,1.7404,792.353
discovering,2.0334,705.941
discovers,1.9912,710.581
discovery,2.7672,667.294
discredit,1.6721,889.25
discreditable,3.367,1223.821
discredited,1.3010,818.625
discreet,2.3181,764.852
discrepancies,1.4624,914.321
discrepancy,1.6628,767.567
discrepant,3.434,1076.65
discrete,1.2553,714.742
discretion,2.2742,842.059
discretionary,1.3424,939.125
discriminate,1.6232,783.176
discriminating,1.4150,813.571
discrimination,2.0492,799.185
discriminatory,0.9542,938.067
discs,1.5441,885.871
discursive,4.431,960.889
discursiveness,0.0,1334.857
discus,1.1139,705.05
discuss,3.3674,728.471
discussant,4.159,1063.125
discussed,2.7316,705.75
discusses,1.0414,728.613
discussing,2.6830,809.457
discussion,2.7924,716.182
discussions,1.9395,687.265
disdain,1.4472,728.828
disdainful,0.6021,930.241
disdaining,2.639,866.957
disdains,0.4771,851.833
disease,3.1258,597.97
diseased,1.7709,786.061
diseases,2.2945,713.633
disembark,1.2788,921.261
disembarkation,2.303,1178.273
disembodied,1.3424,1032.448
disembody,2.303,940.591
disembowel,0.7782,918.706
disenchant,7.645,898.727
disenchantment,0.6990,925.84
disenfranchise,3.296,1073.409
disenfranchised,1.2788,1163.632
disenfranchisement,4.263,1040.235
disengage,1.7404,979.0
disengagement,0.8451,952.931
disentangle,0.6021,920.304
disentanglement,1.386,950.821
disequilibrium,4.595,1111.619
disestablish,2.639,1205.6
disestablishment,3.466,1396.947
disfavor,0.6021,948.077
disfigure,0.6990,958.226
disfigured,1.5051,997.677
disfigurement,0.9031,956.333
disgrace,2.6128,705.0
disgraced,1.9243,750.387
disgraceful,1.9731,802.059
disgruntle,1.099,858.074
disgruntled,1.7324,896.806
disguise,2.6010,670.467
disguised,2.1271,691.364
disguises,1.6021,795.906
disgust,2.1523,731.97
disgusted,1.9590,681.242
disgusting,3.1329,697.909
dish,2.7672,608.03
disharmonious,2.565,948.368
disharmony,0.6990,865.643
dishcloth,2.197,902.107
dishearten,2.303,821.931
disheartened,0.4771,863.969
disheartening,0.6990,950.933
disheartenment,0.0,1046.7
dished,1.0792,691.258
dishes,2.7825,578.636
disheveled,1.0000,804.792
dishevelled,0.7782,884.0
dishful,0.0,812.16
dishonest,2.1239,666.364
dishonesty,1.4771,651.062
dishonor,1.7924,781.688
dishonored,1.3424,805.625
dishwasher,2.0170,720.516
dishwashers,1.0000,700.088
dishwater,1.0792,694.848
disillusion,1.1139,920.52
disillusioned,1.4771,1081.767
disillusioning,0.8451,1052.25
disillusionment,1.1761,1210.182
disincentive,5.323,906.8
disinclination,0.4771,1148.118
disincline,0.693,919.8
disinfect,1.3222,717.938
disinfection,0.6990,844.097
disingenuous,0.9031,1230.056
disinherit,1.1761,954.773
disintegrate,1.4314,1043.0
disintegrating,1.1461,940.897
disintegration,1.1139,920.333
disintegrative,1.792,1073.957
disinterest,0.8451,878.483
disinterested,1.2788,946.529
disjoint,0.4771,771.067
disjointed,0.9542,865.188
disjunction,4.407,764.889
disjunctive,4.511,857.769
disk,2.5302,577.242
disking,1.386,890.875
disks,1.9138,550.697
dislike,2.3032,625.618
disliked,1.4624,693.697
dislikes,1.5051,694.943
disliking,1.0000,778.364
dislocate,1.0414,856.812
dislocated,1.8865,798.267
dislocation,1.2041,876.844
dislocations,4.828,929.258
dislodge,1.1461,805.625
dislodged,1.2041,852.613
disloyal,1.6990,732.467
disloyalty,1.3802,861.303
dismal,1.6902,667.414
dismantle,1.6721,840.793
dismay,1.3802,639.966
dismayed,1.3617,680.303
dismaying,3.912,722.8
dismember,1.2304,842.481
dismembered,1.4914,940.161
dismemberment,1.2788,1069.526
dismiss,2.4472,757.4
dismissal,1.7634,780.647
dismissed,2.7945,742.6
dismisses,0.4771,843.345
dismissing,1.4314,769.424
dismount,1.8692,804.25
dismounted,0.8451,806.968
dismounting,0.4771,739.538
Disneyland,2.1875,681.719
disobedience,1.6021,866.206
disobedient,1.0792,826.697
disobey,1.9294,683.0
disobeyed,1.9638,772.097
disobeying,1.5185,819.788
disoblige,0.0,1047.688
disorder,2.5623,614.273
disordered,0.9031,801.212
disorderliness,2.079,998.467
disorderly,1.8451,820.242
disorders,1.7634,748.853
disorganization,0.8451,938.152
disorganize,0.4771,846.906
disorganized,1.7324,744.333
disorient,0.6990,919.483
disorientation,1.4771,985.688
disoriented,1.7993,831.364
disown,1.3424,843.05
disowned,1.2041,865.267
disparage,1.6532,868.13
disparagement,4.277,1023.792
disparate,0.9031,912.15
disparities,0.6021,811.077
disparity,1.0414,815.667
dispassionate,0.9031,963.355
dispassionately,0.7782,975.065
dispatch,2.5453,720.235
dispatched,1.9138,682.939
dispatches,1.6021,679.031
dispatching,1.2304,674.455
dispel,1.1761,769.091
dispelled,0.6990,703.75
dispensable,1.0000,736.824
dispensary,1.3424,875.923
dispensation,1.2788,913.63
dispense,1.8451,773.552
dispensed,1.4472,766.774
dispenser,1.7243,739.355
dispensers,0.7782,754.069
dispensing,1.2041,718.414
dispersal,1.3802,885.033
disperse,1.9638,759.606
dispersed,1.3424,757.0
dispersement,2.639,963.148
dispersing,1.0792,829.038
dispersion,0.6021,832.607
dispirit,0.6021,797.0
displace,1.3424,723.733
displaced,1.6721,723.788
displacement,1.6435,685.853
displaces,0.4771,720.818
displacing,0.7782,700.818
display,2.6395,679.312
displayed,1.8808,732.062
displaying,1.4914,774.636
displays,1.8129,642.848
displease,1.3617,708.613
displeased,1.6021,766.406
displeasing,0.8451,839.781
displeasure,1.5441,809.088
disposable,1.9777,708.818
disposal,2.3997,708.281
dispose,2.2068,711.25
disposed,1.9494,700.633
disposition,2.0453,795.091
dispositions,0.8451,782.0
dispossess,0.6990,1004.344
dispossessed,1.0414,1192.593
dispossession,3.258,1008.227
disproportion,2.833,955.25
disproportionate,1.1461,1149.036
disproportionately,0.8451,1243.143
disprove,1.5051,740.242
disproving,0.6021,861.607
disputable,4.727,903.375
disputant,1.386,916.636
disputation,3.807,878.909
dispute,2.2068,680.0
disputed,1.1139,786.514
disputes,1.4624,655.0
disqualification,1.2788,964.25
disqualified,1.9345,902.485
disqualify,1.5315,897.485
disquiet,0.6990,829.476
disquieting,0.8451,869.481
disregard,2.2553,877.667
disregarded,1.1139,757.219
disregarding,1.1761,882.267
disremember,2.833,1052.529
disrepair,0.9542,1140.13
disreputable,0.9542,1048.517
disrepute,0.9031,1089.083
disrespect,2.4281,845.781
disrespectful,2.0253,830.067
disrobe,1.1761,831.37
disrupt,1.8195,715.125
disrupted,1.6435,729.879
disrupting,1.7709,824.125
disruption,1.7160,732.812
disruptions,0.9542,874.125
disruptive,1.3617,730.677
disrupts,1.1461,700.781
dissatisfaction,1.1761,910.586
dissatisfactions,0.6021,975.419
dissatisfied,1.6902,799.323
dissatisfy,0.0,914.714
dissect,1.7076,847.111
dissection,1.6532,798.808
dissemble,0.8451,750.37
disseminate,0.6990,1076.25
disseminated,0.7782,904.414
disseminating,0.6021,910.963
dissemination,0.6021,944.593
dissension,1.1761,829.864
dissensions,3.434,981.111
dissent,1.4914,765.571
dissented,0.4771,880.207
dissenter,3.638,872.818
dissenters,0.6990,766.158
dissenting,1.0414,725.773
dissents,4.078,865.731
dissertation,1.7924,791.774
disservice,1.2788,1080.609
dissidence,4.06,885.0
dissident,1.0000,832.72
dissimilar,1.1461,839.179
dissimilarity,3.664,1161.435
dissimilitude,0.0,979.667
dissimulation,1.792,958.276
dissipate,1.0792,893.552
dissipated,1.2788,860.308
dissipating,0.6021,956.367
dissipation,1.1139,931.593
dissociate,0.4771,909.161
dissociated,4.654,727.815
dissociation,0.4771,725.552
dissolubility,0.0,942.095
dissolute,0.6990,729.161
dissolution,0.7782,772.226
dissolutions,2.485,852.562
dissolve,1.9823,676.875
dissolved,1.8195,649.633
dissolving,1.2553,766.903
dissonance,0.6021,803.111
dissonances,3.045,951.308
dissonant,0.4771,838.905
dissuade,1.4472,925.8
dissuasion,1.792,794.864
distal,1.5185,799.733
distally,0.9542,806.75
distance,3.1163,618.71
distances,1.6721,697.625
distant,2.6435,656.303
distantly,0.9542,832.061
distaste,1.1461,909.467
distasteful,1.7853,901.424
distemper,1.0000,904.667
distend,2.303,940.842
distension,0.7782,831.579
distil,1.386,795.444
distillation,0.9031,943.839
distilled,1.5185,718.848
distiller,5.628,881.333
distillers,0.4771,815.375
distillery,1.1761,926.519
distilling,0.9031,733.848
distinct,2.1931,622.727
distinction,2.1790,725.265
distinctions,1.3802,780.242
distinctive,1.9031,732.03
distinctively,4.956,864.968
distinctly,1.9868,784.677
distinguish,1.9638,679.438
distinguishable,5.948,875.0
distinguished,2.4997,801.4
distinguishes,0.9031,823.969
distinguishing,1.4624,861.471
distort,1.3222,707.4
distortable,1.099,960.581
distorted,2.0170,683.5
distortion,1.7853,757.516
distortions,1.5051,837.071
distract,2.3979,727.742
distracted,2.5775,771.355
distractedly,3.091,790.0
distracting,2.1173,749.833
distraction,2.3032,735.147
distractions,1.9445,841.735
distraught,1.9031,736.893
distress,2.5705,763.029
distressed,1.8573,714.969
distresses,0.7782,842.065
distressing,1.6335,781.969
distribute,1.8865,761.8
distributed,1.8325,831.194
distributes,1.0000,902.815
distributing,1.4914,850.645
distribution,2.1987,844.176
distributions,7.975,823.324
distributive,4.942,994.172
distributor,1.8976,896.303
distributors,1.4150,747.848
distributor's,4.263,790.281
distributorship,5.13,1035.267
district,3.0290,621.788
districts,1.4771,827.03
distrust,1.5911,623.636
distrusted,0.4771,890.31
distrustful,0.7782,767.182
disturb,2.7536,627.765
disturbance,2.3054,776.281
disturbances,1.6335,772.806
disturbed,2.7024,717.152
disturber,2.639,737.333
disturbing,2.6665,751.484
disturbingly,1.0414,975.406
disunion,2.565,1127.565
disunite,0.0,910.636
disunited,3.584,928.458
disunity,4.489,869.267
disuse,0.6021,904.423
ditch,2.6042,626.844
ditches,1.6232,811.767
dither,0.6990,659.462
ditties,0.7782,799.833
ditto,8.347,722.531
ditty,1.6128,787.773
diuretic,1.0000,912.25
diurnal,0.4771,863.0
diva,6.771,744.344
divan,0.8451,623.75
divans,0.0,748.625
dive,2.8162,668.879
dived,1.3617,751.077
diver,2.0969,736.879
diverge,5.94,738.233
divergence,0.6021,722.655
divergent,0.6990,808.161
diverging,0.4771,784.097
divers,1.9138,701.48
diverse,1.6021,696.515
diversification,0.9031,1036.12
diversified,0.6021,866.688
diversify,1.2041,831.548
diversion,2.2014,699.143
diversionary,1.4150,987.429
diversions,1.4771,798.484
diversities,0.4771,971.903
diversity,1.7559,692.706
divert,2.0170,736.484
diverted,1.6021,745.71
diverting,1.3617,829.607
dives,1.7160,652.704
divest,0.6990,917.917
divestiture,0.6021,975.0
divide,2.4757,651.618
divided,2.3579,658.353
dividend,1.3010,856.333
dividends,1.4771,817.0
divider,0.9542,727.452
divides,1.5315,805.806
dividing,1.7924,785.667
divination,0.7782,844.667
divine,2.7745,667.03
divinely,1.5315,795.636
divine's,1.386,796.242
diving,2.5079,797.706
divingboard,0.0,936.382
divining,0.9542,848.348
divinities,0.6021,895.5
divinity,1.6435,738.897
divisible,0.6990,937.724
division,2.9763,685.406
divisional,1.2304,876.538
divisions,2.1173,748.844
division's,5.371,926.5
divisive,0.9031,758.474
divorce,3.2227,648.686
divorced,2.9149,635.129
divorcee,1.3979,858.655
divulge,1.8195,810.964
divulgence,2.639,1030.952
divulging,0.8451,919.182
divvy,1.3617,829.333
Dixie,2.3222,675.471
Dixiecrats,2.079,956.0
Dixieland,1.1761,765.296
dizzily,1.792,829.167
dizziness,1.6812,679.419
dizzy,2.6345,647.03
do,5.4954,558.0
Doberman,1.3424,1056.864
doc,9.493,706.273
docile,1.4472,725.917
docilely,2.197,926.214
docility,3.332,915.118
dock,2.6972,700.303
docked,1.7559,720.29
docket,1.7924,911.316
docketed,0.693,915.111
docks,2.2765,634.0
dockside,0.6990,828.793
dockyard,3.497,878.88
doctor,4.1291,605.647
doctoral,1.3010,726.882
doctorate,1.6721,876.074
doctored,1.4624,895.594
doctors,3.2686,571.029
doctor's,7.654,552.424
doctrinal,0.6990,844.923
doctrinally,3.135,785.8
doctrine,1.6435,759.406
doctrines,0.6021,801.875
document,2.7126,630.824
documentaries,1.5798,933.767
documentary,2.4757,721.938
documentation,1.8451,870.25
documented,1.9243,694.265
documents,2.6803,659.129
dodge,8.793,634.645
dodged,1.6721,729.759
Dodger,1.8195,756.406
Dodgers,2.0569,735.781
dodging,1.9191,734.833
dodo,1.7160,947.0
doe,8.445,706.571
doer,1.3424,817.0
doers,0.8451,827.5
does,4.5315,586.562
doeskin,2.079,1015.917
doesn't,12.414,696.636
doff,0.9542,699.667
dog,3.9928,555.562
dogcatcher,1.2788,848.581
dogfight,0.9542,728.714
dogged,1.4314,666.438
doggedly,0.6021,759.476
doggone,4.5,878.52
doggy,2.3541,783.036
doghouse,1.7634,697.531
dogleg,0.8451,890.48
dogma,1.1461,735.931
dogmas,5.733,847.222
dogmatic,1.0414,897.033
dogmatical,0.0,996.667
dogmatism,4.585,895.4
dogmatize,2.303,977.292
dogs,3.4322,554.606
dog's,7.834,637.706
dogtrot,0.0,953.2
dogwood,1.0414,690.606
doily,1.2041,848.267
doing,4.7201,630.636
doings,1.3979,727.931
dolce,5.094,888.692
doldrums,0.7782,868.0
dole,1.6990,691.957
doled,0.6990,868.833
doleful,2.485,753.688
doll,3.1017,616.152
dollar,3.1495,589.457
dollars,3.6020,565.969
dollhouse,1.3617,709.909
dollies,1.0414,859.462
dollop,1.0414,807.3
dolls,2.4624,633.912
dolly,6.497,637.258
dolorous,2.303,907.462
dolphin,2.1523,683.29
dolphins,2.3075,671.114
dolt,1.4472,755.095
doltish,2.079,573.5
domain,2.1239,589.656
domains,1.0000,747.606
dome,2.0043,694.606
domed,0.9542,746.769
domes,1.1139,778.32
Domesday,3.97,970.059
domestic,2.5465,627.03
domestically,0.9031,850.483
domesticate,0.6021,1069.429
domestication,4.663,920.429
domesticity,1.1761,845.742
domicile,1.2788,811.143
domiciled,3.85,916.353
dominance,1.6021,672.909
dominant,1.9191,755.879
dominantly,3.497,890.031
dominate,1.9823,746.97
dominated,1.8808,641.485
dominates,1.3424,761.406
dominating,1.4914,756.812
domination,1.9031,772.455
domineer,0.4771,758.0
domineering,1.2553,892.696
Dominic,6.864,1035.083
Dominican,1.3979,731.483
dominion,1.7709,759.852
Dominique,1.8865,752.839
domino,7.113,775.121
dominoes,1.6628,823.933
Don,10.209,706.242
Donald,2.9415,694.767
donate,2.3096,641.286
donated,2.1367,632.097
donates,1.1461,776.067
donating,1.8261,724.065
donation,2.2553,740.733
donations,1.8865,737.667
